boletin,fecha_publicacion,fecha_firma,tipo,numero,objeto,terminos_urbanismo,monto_max,tags,texto_bajado,pdf
1204,2025-10-17,2025-10-02,Disposición,DISP-2025-388-SI-DGHP,EX-2025-00209629- -SI-MDSI (trámite TESI2025HABIL00000788) - HABILITACIÓN EXPRÉS,zonificación/C.O.U.,,Habilitación,no,https://tesi.sanisidro.gob.ar/nfs-storage/gde/v2/gde_1760031631.pdf
1204,2025-10-17,2025-10-02,Disposición,DISP-2025-387-SI-DGHP,EX-2025-00211423- -SI-MDSI (trámite TESI N° 2025HABIL00000717) - HABILITACIÓN LICENCIA,zonificación/C.O.U.,,Habilitación,no,https://tesi.sanisidro.gob.ar/nfs-storage/gde/v2/gde_1760031616.pdf
1204,2025-10-17,2025-10-02,Disposición,DISP-2025-386-SI-DGHP,EX-2025-00211434- -SI-MDSI (trámite TESI N° 2025HABIL00001047) - HABILITACIÓN EXPRÉS,zonificación/C.O.U.,,Habilitación,no,https://tesi.sanisidro.gob.ar/nfs-storage/gde/v2/gde_1760031601.pdf
1204,2025-10-17,2025-10-02,Disposición,DISP-2025-385-SI-DGHP,EX-2025-00212085- -SI-MDSI (trámite TESI N° 2025HABIL00001367) - HABILITACIÓN EXPRÉS,zonificación/C.O.U.,,Habilitación,no,https://tesi.sanisidro.gob.ar/nfs-storage/gde/v2/gde_1760031588.pdf
1204,2025-10-17,2025-10-02,Disposición,DISP-2025-384-SI-DGHP,EX-2025-00211025- -SI-MDSI (trámite TESI N° 2025HABIL00001383) - HABILITACIÓN EXPRÉS,zonificación/C.O.U.,,Habilitación,no,https://tesi.sanisidro.gob.ar/nfs-storage/gde/v2/gde_1760031574.pdf
1204,2025-10-17,2025-10-03,Disposición,DISP-2025-397-SI-DGHP,EX-2025-00214285- -SI-MDSI (trámite TESI N° 2025HABIL00001254) - HABILITACIÓN EXPRÉS,zonificación/C.O.U.,,Habilitación,no,https://tesi.sanisidro.gob.ar/nfs-storage/gde/v2/gde_1760031802.pdf
1204,2025-10-17,2025-10-03,Disposición,DISP-2025-396-SI-DGHP,EX-2025-00211701- -SI-MDSI (trámite TESI N° 2025HABIL00001250) - HABILITACIÓN EXPRÉS,zonificación/C.O.U.,,Habilitación,no,https://tesi.sanisidro.gob.ar/nfs-storage/gde/v2/gde_1760031788.pdf
1204,2025-10-17,2025-10-03,Disposición,DISP-2025-395-SI-DGHP,EX-2025-00214405- -SI-MDSI (trámite TESI N° 2025HABIL00001319) - HABILITACIÓN EXPRÉS,zonificación/C.O.U.,,Habilitación,no,https://tesi.sanisidro.gob.ar/nfs-storage/gde/v2/gde_1760031759.pdf
1204,2025-10-17,2025-10-03,Disposición,DISP-2025-394-SI-DGHP,EX-2025-00214333- -SI-MDSI (trámite TESI N° 2025HABIL00001177) - HABILITACIÓN EXPRÉS,zonificación/C.O.U.,,Habilitación,no,https://tesi.sanisidro.gob.ar/nfs-storage/gde/v2/gde_1760031741.pdf
1204,2025-10-17,2025-10-03,Disposición,DISP-2025-393-SI-DGHP,EX-2025-00211923- -SI-MDSI (trámite TESI N° 2025HABIL00001255) - HABILITACIÓN EXPRÉS,zonificación/C.O.U.,,Habilitación,no,https://tesi.sanisidro.gob.ar/nfs-storage/gde/v2/gde_1760031724.pdf
1204,2025-10-17,2025-10-06,Decreto,DECRE-2025-1186-SI-INTEN,Expediente Nº EX-2025-00078240-SI-SECAMEP - Adjudicar la Licitación Pública N.° 39/2025 para la adquisición de “CARRITOS PARA BARRIDO MUNICIPAL”.-,mayor altura/FOT/FOS,162240000.00,Adjudicación | Licitación Pública,si,https://tesi.sanisidro.gob.ar/nfs-storage/gde/v2/gde_1760018437.pdf
1204,2025-10-17,2025-10-06,Disposición,DISP-2025-404-SI-DGHP,EX-2025-00214884- -SI-MDSI (trámite TESI2025HABIL00001322) - HABILITACIÓN EXPRÉS,zonificación/C.O.U.,,Habilitación,no,https://tesi.sanisidro.gob.ar/nfs-storage/gde/v2/gde_1760031920.pdf
1204,2025-10-17,2025-10-06,Disposición,DISP-2025-403-SI-DGHP,EX-2025-00215043- -SI-MDSI (trámite TESI2025HABIL00001361) - HABILITACIÓN EXPRÉS,zonificación/C.O.U.,,Habilitación,no,https://tesi.sanisidro.gob.ar/nfs-storage/gde/v2/gde_1760031905.pdf
1204,2025-10-17,2025-10-06,Disposición,DISP-2025-402-SI-DGHP,EX-2025-00212678- -SI-MDSI (trámite TESI2025HABIL00001085) - HABILITACIÓN EXPRÉS,zonificación/C.O.U.,,Habilitación,no,https://tesi.sanisidro.gob.ar/nfs-storage/gde/v2/gde_1760031887.pdf
1204,2025-10-17,2025-10-06,Disposición,DISP-2025-401-SI-DGHP,EX-2025-00216340- -SI-MDSI (trámite TESI2025HABIL00000867) - LICENCIA,zonificación/C.O.U.,,Habilitación,no,https://tesi.sanisidro.gob.ar/nfs-storage/gde/v2/gde_1760031871.pdf
1204,2025-10-17,2025-10-06,Disposición,DISP-2025-400-SI-DGHP,EX-2025-00216593- -SI-MDSI (trámite TESI2025HABIL00001256) - LICENCIA,zonificación/C.O.U.,,Habilitación,no,https://tesi.sanisidro.gob.ar/nfs-storage/gde/v2/gde_1760031857.pdf
1204,2025-10-17,2025-10-06,Disposición,DISP-2025-399-SI-DGHP,EX-2025-00216570- -SI-MDSI (trámite TESI2025HABIL00001345) - HABILITACIÓN EXPRÉS,zonificación/C.O.U.,,Habilitación,no,https://tesi.sanisidro.gob.ar/nfs-storage/gde/v2/gde_1760031837.pdf
1204,2025-10-17,2025-10-07,Disposición,DISP-2025-410-SI-DGHP,EX-2025-00216997- -SI-MDSI (trámite TESI2025HABIL00001321) - HABILITACIÓN EXPRÉS,zonificación/C.O.U.,,Habilitación,no,https://tesi.sanisidro.gob.ar/nfs-storage/gde/v2/gde_1760032060.pdf
1204,2025-10-17,2025-10-07,Disposición,DISP-2025-409-SI-DGHP,EX-2025-00218431- -SI-MDSI (trámite TESI N° 2025HABIL00001377) - HABILITACIÓN EXPRÉS,zonificación/C.O.U.,,Habilitación,no,https://tesi.sanisidro.gob.ar/nfs-storage/gde/v2/gde_1760032041.pdf
1204,2025-10-17,2025-10-07,Disposición,DISP-2025-408-SI-DGHP,EX-2025-00217258- -SI-MDSI (trámite TESI2025HABIL00001380) - HABILITACIÓN EXPRÉS,zonificación/C.O.U.,,Habilitación,no,https://tesi.sanisidro.gob.ar/nfs-storage/gde/v2/gde_1760032002.pdf
1204,2025-10-17,2025-10-07,Disposición,DISP-2025-407-SI-DGHP,EX-2025-00217413- -SI-MDSI (trámite TESI2025HABIL00001390) - HABILITACIÓN EXPRÉS,zonificación/C.O.U.,,Habilitación,no,https://tesi.sanisidro.gob.ar/nfs-storage/gde/v2/gde_1760031985.pdf
1204,2025-10-17,2025-10-07,Disposición,DISP-2025-406-SI-DGHP,EX-2025-00218073- -SI-MDSI (trámite TESI N° 2025HABIL00001406) - HABILITACIÓN EXPRÉS,zonificación/C.O.U.,,Habilitación,no,https://tesi.sanisidro.gob.ar/nfs-storage/gde/v2/gde_1760031964.pdf
1204,2025-10-17,2025-10-07,Disposición,DISP-2025-405-SI-DGHP,EX-2025-00217303- -SI-MDSI (trámite TESI2025HABIL00001409) - HABILITACIÓN EXPRÉS,zonificación/C.O.U.,,Habilitación,no,https://tesi.sanisidro.gob.ar/nfs-storage/gde/v2/gde_1760031947.pdf
1204,2025-10-17,2025-10-08,Decreto,DECRE-2025-1193-SI-INTEN,Expediente N° EX-2025-00113501-SI-SDMEYA - Rechazar el recurso interpuesto por INELCO S.A. (CUIT N° 30-5628155-8): Redeterminación de precios de la Licitación Pública N°49/24.-,excepción,158218635.00,Rechazo | Recurso,si,https://tesi.sanisidro.gob.ar/nfs-storage/gde/v2/gde_1760018543.pdf
1204,2025-10-17,2025-10-08,Disposición,DISP-2025-415-SI-DGHP,EX-2025-00219635- -SI-MDSI (trámite TESI2025HABIL00001289) - LICENCIA,zonificación/C.O.U.,,Habilitación,no,https://tesi.sanisidro.gob.ar/nfs-storage/gde/v2/gde_1760032132.pdf
1204,2025-10-17,2025-10-08,Disposición,DISP-2025-414-SI-DGHP,EX-2025-00219052- -SI-MDSI (trámite TESI2025HABIL00001422) - HABILITACIÓN EXPRÉS,zonificación/C.O.U.,,Habilitación,no,https://tesi.sanisidro.gob.ar/nfs-storage/gde/v2/gde_1760032119.pdf
1204,2025-10-17,2025-10-08,Disposición,DISP-2025-413-SI-DGHP,EX-2025-00219155- -SI-MDSI (trámite TESI2025HABIL00001393) - HABILITACIÓN EXPRÉS,zonificación/C.O.U.,,Habilitación,no,https://tesi.sanisidro.gob.ar/nfs-storage/gde/v2/gde_1760032107.pdf
1204,2025-10-17,2025-10-08,Disposición,DISP-2025-412-SI-DGHP,EX-2025-00219277- -SI-MDSI (trámite TESI N° 2025HABIL00001362) - HABILITACIÓN EXPRÉS,zonificación/C.O.U.,,Habilitación,no,https://tesi.sanisidro.gob.ar/nfs-storage/gde/v2/gde_1760032092.pdf
1204,2025-10-17,2025-10-13,Disposición,DISP-2025-425-SI-DGHP,EX-2025-00220598- -SI-MDSI (trámite TESI2025HABIL00001419) - HABILITACIÓN EXPRÉS,zonificación/C.O.U.,,Habilitación,no,https://tesi.sanisidro.gob.ar/nfs-storage/gde/v2/gde_1760754798.pdf
1204,2025-10-17,2025-10-13,Disposición,DISP-2025-424-SI-DGHP,EX-2025-00221446- -SI-MDSI (trámite TESI2025HABIL00001235) - HABILITACIÓN EXPRÉS,zonificación/C.O.U.,,Habilitación,no,https://tesi.sanisidro.gob.ar/nfs-storage/gde/v2/gde_1760754767.pdf
1204,2025-10-17,2025-10-13,Disposición,DISP-2025-423-SI-DGHP,EX-2025-00222151- -SI-MDSI (trámite TESI2025HABIL00001335) - HABILITACIÓN EXPRÉS,zonificación/C.O.U.,,Habilitación,no,https://tesi.sanisidro.gob.ar/nfs-storage/gde/v2/gde_1760754744.pdf
1204,2025-10-17,2025-10-13,Disposición,DISP-2025-422-SI-DGHP,EX-2025-00220690- -SI-MDSI (trámite TESI N° 2025HABIL00001428) - HABILITACIÓN EXPRÉS,zonificación/C.O.U.,,Habilitación,no,https://tesi.sanisidro.gob.ar/nfs-storage/gde/v2/gde_1760754715.pdf
1204,2025-10-17,2025-10-13,Disposición,DISP-2025-421-SI-DGHP,EX-2025-00222549- -SI-MDSI (trámite TESI2025HABIL00001429) - HABILITACIÓN EXPRÉS,zonificación/C.O.U.,,Habilitación,no,https://tesi.sanisidro.gob.ar/nfs-storage/gde/v2/gde_1760754689.pdf
1204,2025-10-17,2025-10-13,Disposición,DISP-2025-420-SI-DGHP,EX-2025-00221793- -SI-MDSI (trámite TESI2025HABIL00001323) - HABILITACIÓN EXPRÉS,zonificación/C.O.U.,,Habilitación,no,https://tesi.sanisidro.gob.ar/nfs-storage/gde/v2/gde_1760754653.pdf
1204,2025-10-17,2025-10-13,Disposición,DISP-2025-419-SI-DGHP,EX-2025-00222406- -SI-MDSI (trámite TESI N° 2025HABIL00001249) - HABILITACIÓN LICENCIA,mayor altura/FOT/FOS | zonificación/C.O.U.,,Habilitación,no,https://tesi.sanisidro.gob.ar/nfs-storage/gde/v2/gde_1760754626.pdf
1204,2025-10-17,2025-10-13,Disposición,DISP-2025-418-SI-DGHP,EX-2025-00222495- -SI-MDSI (trámite TESI2025HABIL00001438) - HABILITACIÓN EXPRÉS,zonificación/C.O.U.,,Habilitación,no,https://tesi.sanisidro.gob.ar/nfs-storage/gde/v2/gde_1760754559.pdf
1204,2025-10-17,2025-10-13,Disposición,DISP-2025-417-SI-DGHP,EX-2025-00216593- -SI-MDSI (trámite TESI2025HABIL00001256) - DEJAR SIN EFECTO DISP-2025-400-SI-DGHP Y OTORGAR AUTORIZACIÓN DE ACTIVIDAD ECONÓMICA,zonificación/C.O.U.,,Sin Efecto | DISP-2025-400-SI-DGHP | Habilitación,no,https://tesi.sanisidro.gob.ar/nfs-storage/gde/v2/gde_1760754533.pdf
1204,2025-10-17,2025-10-13,Disposición,DISP-2025-416-SI-DGHP,EX-2025-00222551- -SI-MDSI (trámite TESI N° 2025HABIL00001433) - HABILITACIÓN EXPRÉS,zonificación/C.O.U.,,Habilitación,no,https://tesi.sanisidro.gob.ar/nfs-storage/gde/v2/gde_1760754501.pdf
1204,2025-10-17,2025-10-14,Disposición,DISP-2025-436-SI-DGHP,EX-2025-00225421- -SI-MDSI (trámite TESI2025HABIL00000710) - LICENCIA,zonificación/C.O.U.,,Habilitación,no,https://tesi.sanisidro.gob.ar/nfs-storage/gde/v2/gde_1760755077.pdf
1204,2025-10-17,2025-10-14,Disposición,DISP-2025-435-SI-DGHP,EX-2025-00224234- -SI-MDSI (trámite TESI N° 2025HABIL00001150) - HABILITACIÓN LICENCIA,zonificación/C.O.U.,,Habilitación,no,https://tesi.sanisidro.gob.ar/nfs-storage/gde/v2/gde_1760755053.pdf
1204,2025-10-17,2025-10-14,Disposición,DISP-2025-434-SI-DGHP,EX-2025-00225434- -SI-MDSI (trámite TESI N° 2025HABIL00001042) - HABILITACIÓN LICENCIA,zonificación/C.O.U.,,Habilitación,no,https://tesi.sanisidro.gob.ar/nfs-storage/gde/v2/gde_1760755028.pdf
1204,2025-10-17,2025-10-14,Disposición,DISP-2025-433-SI-DGHP,EX-2025-00225423- -SI-MDSI (tramite TESI N° 2025HABIL00000987) - Localización,zonificación/C.O.U.,,Habilitación,no,https://tesi.sanisidro.gob.ar/nfs-storage/gde/v2/gde_1760755003.pdf
1204,2025-10-17,2025-10-14,Disposición,DISP-2025-432-SI-DGHP,EX-2025-00216465- -SI-MDSI (trámite TESI2025HABIL00001312) - HABILITACIÓN EXPRÉS,zonificación/C.O.U.,,Habilitación,no,https://tesi.sanisidro.gob.ar/nfs-storage/gde/v2/gde_1760754977.pdf
1204,2025-10-17,2025-10-14,Disposición,DISP-2025-431-SI-DGHP,EX-2025-00224799- -SI-MDSI (trámite TESI N° 2025HABIL00001411) - HABILITACIÓN EXPRÉS,zonificación/C.O.U.,,Habilitación,no,https://tesi.sanisidro.gob.ar/nfs-storage/gde/v2/gde_1760754943.pdf
1204,2025-10-17,2025-10-14,Disposición,DISP-2025-430-SI-DGHP,EX-2025-00226371- -SI-MDSI (trámite TESI2025HABIL00001440) - HABILITACIÓN EXPRÉS,zonificación/C.O.U.,,Habilitación,no,https://tesi.sanisidro.gob.ar/nfs-storage/gde/v2/gde_1760754915.pdf
1204,2025-10-17,2025-10-14,Disposición,DISP-2025-429-SI-DGHP,EX-2025-00225410- -SI-MDSI (trámite TESI2025HABIL00001379) - LICENCIA,zonificación/C.O.U.,,Habilitación,no,https://tesi.sanisidro.gob.ar/nfs-storage/gde/v2/gde_1760754888.pdf
1204,2025-10-17,2025-10-14,Disposición,DISP-2025-428-SI-DGHP,EXP. Nº 10953/1994 y agregados / EX-2025-00212151-SI-DPERM / Consulta de Factibilidad: Permanencia / VIA PUBLICA CLAN S.A.,factibilidad,,Consulta | Factibilidad,no,https://tesi.sanisidro.gob.ar/nfs-storage/gde/v2/gde_1760754866.pdf
1204,2025-10-17,2025-10-14,Disposición,DISP-2025-427-SI-DGHP,Ref. EX-2025-00077489-SI-DPERM / Consulta de Factibilidad / Brand Plus S.R.L.,factibilidad,,Consulta | Factibilidad,no,https://tesi.sanisidro.gob.ar/nfs-storage/gde/v2/gde_1760754843.pdf
1204,2025-10-17,2025-10-15,Disposición,DISP-2025-445-SI-DGHP,EX-2025-00224315- -SI-MDSI (trámite TESI2025HABIL0000960) - HABILITACIÓN EXPRÉS,zonificación/C.O.U.,,Habilitación,no,https://tesi.sanisidro.gob.ar/nfs-storage/gde/v2/gde_1760755327.pdf
1204,2025-10-17,2025-10-15,Disposición,DISP-2025-444-SI-DGHP,EX-2025-00201962- -SI-MDSI (trámite TESI N° 2025HABIL00001161) - HABILITACIÓN EXPRÉS,zonificación/C.O.U.,,Habilitación,no,https://tesi.sanisidro.gob.ar/nfs-storage/gde/v2/gde_1760755297.pdf
1204,2025-10-17,2025-10-15,Disposición,DISP-2025-443-SI-DGHP,EX-2025-00222615- -SI-MDSI (trámite TESI N° 2025HABIL00001163) - HABILITACIÓN EXPRÉS,zonificación/C.O.U.,,Habilitación,no,https://tesi.sanisidro.gob.ar/nfs-storage/gde/v2/gde_1760755269.pdf
1204,2025-10-17,2025-10-15,Disposición,DISP-2025-442-SI-DGHP,EX-2025-00227447- -SI-MDSI (trámite TESI N° 2025HABIL00001439) - HABILITACIÓN EXPRÉS,zonificación/C.O.U.,,Habilitación,no,https://tesi.sanisidro.gob.ar/nfs-storage/gde/v2/gde_1760755244.pdf
1204,2025-10-17,2025-10-15,Disposición,DISP-2025-441-SI-DGHP,EX-2025-00226477- -SI-MDSI (trámite TESI2025HABIL00001430) - HABILITACIÓN EXPRÉS,zonificación/C.O.U.,,Habilitación,no,https://tesi.sanisidro.gob.ar/nfs-storage/gde/v2/gde_1760755216.pdf
1204,2025-10-17,2025-10-15,Disposición,DISP-2025-440-SI-DGHP,EX-2025-00227546- -SI-MDSI (trámite TESI N° 2025HABIL00001298) - HABILITACIÓN EXPRÉS,zonificación/C.O.U.,,Habilitación,no,https://tesi.sanisidro.gob.ar/nfs-storage/gde/v2/gde_1760755188.pdf
1204,2025-10-17,2025-10-15,Disposición,DISP-2025-439-SI-DGHP,EX-2025-00226260- -SI-MDSI (trámite TESI N° 2025HABIL00001453) - HABILITACIÓN EXPRÉS,zonificación/C.O.U.,,Habilitación,no,https://tesi.sanisidro.gob.ar/nfs-storage/gde/v2/gde_1760755160.pdf
1204,2025-10-17,2025-10-15,Disposición,DISP-2025-438-SI-DGHP,EX-2025-00227195- -SI-MDSI (trámite TESI N° 2025HABIL00001460) - HABILITACIÓN EXPRÉS,zonificación/C.O.U.,,Habilitación,no,https://tesi.sanisidro.gob.ar/nfs-storage/gde/v2/gde_1760755135.pdf
1206,2025-10-23,2025-10-16,Disposición,DISP-2025-449-SI-DGHP,EX-2025-00228227- -SI-MDSI (trámite TESI N° 2025HABIL00000815) - HABILITACIÓN LICENCIA,zonificación/C.O.U.,,Habilitación,no,https://tesi.sanisidro.gob.ar/nfs-storage/gde/v2/gde_1760968336.pdf
1206,2025-10-23,2025-10-16,Disposición,DISP-2025-448-SI-DGHP,EX-2025-00227799- -SI-MDSI (trámite TESI N° 2025HABIL00001444) - HABILITACIÓN EXPRÉS,zonificación/C.O.U.,,Habilitación,no,https://tesi.sanisidro.gob.ar/nfs-storage/gde/v2/gde_1760968323.pdf
1206,2025-10-23,2025-10-16,Disposición,DISP-2025-447-SI-DGHP,EX-2025-00226430- -SI-MDSI (trámite TESI N° 2025HABIL00001452) - HABILITACIÓN LICENCIA,zonificación/C.O.U.,,Habilitación,no,https://tesi.sanisidro.gob.ar/nfs-storage/gde/v2/gde_1760968309.pdf
1206,2025-10-23,2025-10-16,Disposición,DISP-2025-446-SI-DGHP,EX-2025-00229088- -SI-MDSI (trámite TESI N° 2025HABIL00001237) - HABILITACIÓN EXPRÉS,zonificación/C.O.U.,,Habilitación,no,https://tesi.sanisidro.gob.ar/nfs-storage/gde/v2/gde_1760968297.pdf
1206,2025-10-23,2025-10-17,Disposición,DISP-2025-453-SI-DGHP,EX-2025-00229222- -SI-MDSI (trámite TESI N° 2025HABIL00001184) - HABILITACIÓN LICENCIA,zonificación/C.O.U.,,Habilitación,no,https://tesi.sanisidro.gob.ar/nfs-storage/gde/v2/gde_1760968388.pdf
1206,2025-10-23,2025-10-17,Disposición,DISP-2025-452-SI-DGHP,EX-2025-00229578- -SI-MDSI (trámite TESI N° 2025HABIL00001442) - HABILITACIÓN EXPRÉS,zonificación/C.O.U.,,Habilitación,no,https://tesi.sanisidro.gob.ar/nfs-storage/gde/v2/gde_1760968375.pdf
1206,2025-10-23,2025-10-17,Disposición,DISP-2025-451-SI-DGHP,EX-2025-00229907- -SI-MDSI (trámite TESI N° 2025HABIL00001238) - HABILITACIÓN LICENCIA,zonificación/C.O.U.,,Habilitación,no,https://tesi.sanisidro.gob.ar/nfs-storage/gde/v2/gde_1760968362.pdf
1206,2025-10-23,2025-10-21,Disposición,DISP-2025-470-SI-DGHP,EX-2025-00235447- -SI-MDSI (trámite TESI N° 2025HABIL00001209) - HABILITACIÓN LICENCIA,zonificación/C.O.U.,,Habilitación,no,https://tesi.sanisidro.gob.ar/nfs-storage/gde/v2/gde_1761150321.pdf
1206,2025-10-23,2025-10-21,Disposición,DISP-2025-468-SI-DGHP,EX-2025-00229826- -SI-MDSI (trámite TESI2025HABIL00001349) - LICENCIA,zonificación/C.O.U.,,Habilitación,no,https://tesi.sanisidro.gob.ar/nfs-storage/gde/v2/gde_1761150283.pdf
1206,2025-10-23,2025-10-21,Disposición,DISP-2025-467-SI-DGHP,EX-2025-00229525- -SI-MDSI (trámite TESI2025HABIL00001314) - HABILITACIÓN EXPRES,zonificación/C.O.U.,,Habilitación,no,https://tesi.sanisidro.gob.ar/nfs-storage/gde/v2/gde_1761150259.pdf
1206,2025-10-23,2025-10-21,Disposición,DISP-2025-466-SI-DGHP,EX-2025-00229453- -SI-MDSI (trámite TESI2025HABIL00001296) - HABILITACIÓN EXPRES,zonificación/C.O.U.,,Habilitación,no,https://tesi.sanisidro.gob.ar/nfs-storage/gde/v2/gde_1761150238.pdf
1206,2025-10-23,2025-10-21,Disposición,DISP-2025-465-SI-DGHP,EX-2025-00231205- -SI-MDSI (trámite TESI2025HABIL00001356) - HABILITACIÓN EXPRÉS,zonificación/C.O.U.,,Habilitación,no,https://tesi.sanisidro.gob.ar/nfs-storage/gde/v2/gde_1761150215.pdf
1206,2025-10-23,2025-10-21,Disposición,DISP-2025-464-SI-DGHP,EX-2025-00231239- -SI-MDSI (trámite TESI N° 2025HABIL00001231) - HABILITACIÓN LICENCIA,zonificación/C.O.U.,,Habilitación,no,https://tesi.sanisidro.gob.ar/nfs-storage/gde/v2/gde_1761150192.pdf
1206,2025-10-23,2025-10-21,Disposición,DISP-2025-463-SI-DGHP,EX-2025-00228920- -SI-MDSI (trámite TESI N° 2025HABIL00001181) - HABILITACIÓN EXPRÉS,zonificación/C.O.U.,,Habilitación,no,https://tesi.sanisidro.gob.ar/nfs-storage/gde/v2/gde_1761150173.pdf
1206,2025-10-23,2025-10-21,Disposición,DISP-2025-462-SI-DGHP,EX-2025-00230570- -SI-MDSI (trámite TESI N° 2025HABIL00001087) - HABILITACIÓN EXPRÉS,zonificación/C.O.U.,,Habilitación,no,https://tesi.sanisidro.gob.ar/nfs-storage/gde/v2/gde_1761150154.pdf
1206,2025-10-23,2025-10-21,Disposición,DISP-2025-461-SI-DGHP,EX-2025-00233070- -SI-MDSI (trámite TESI N° 2025HABIL00001410) - HABILITACIÓN EXPRÉS,zonificación/C.O.U.,,Habilitación,no,https://tesi.sanisidro.gob.ar/nfs-storage/gde/v2/gde_1761150134.pdf
1206,2025-10-23,2025-10-21,Disposición,DISP-2025-460-SI-DGHP,EX-2025-00233775- -SI-MDSI (trámite TESI N° 2025HABIL00001065) - HABILITACIÓN LICENCIA,zonificación/C.O.U.,,Habilitación,no,https://tesi.sanisidro.gob.ar/nfs-storage/gde/v2/gde_1761150109.pdf
1206,2025-10-23,2025-10-21,Disposición,DISP-2025-459-SI-DGHP,EX-2025-00233892- -SI-MDSI (trámite TESI N° 2025HABIL00001246) - HABILITACIÓN LICENCIA,zonificación/C.O.U.,,Habilitación,no,https://tesi.sanisidro.gob.ar/nfs-storage/gde/v2/gde_1761150078.pdf
1206,2025-10-23,2025-10-21,Disposición,DISP-2025-458-SI-DGHP,EX-2025-00201488- -SI-MDSI (trámite TESI2025HABIL00001205) - LOCALIZACIÓN,permiso de localización | zonificación/C.O.U.,,Habilitación,no,https://tesi.sanisidro.gob.ar/nfs-storage/gde/v2/gde_1761150050.pdf
1206,2025-10-23,2025-10-21,Disposición,DISP-2025-457-SI-DGHP,EX-2025-00229764- -SI-MDSI (trámite TESI N° 2025HABIL00001474) - HABILITACIÓN LICENCIA,zonificación/C.O.U.,,Habilitación,no,https://tesi.sanisidro.gob.ar/nfs-storage/gde/v2/gde_1761150026.pdf
1206,2025-10-23,2025-10-21,Disposición,DISP-2025-456-SI-DGHP,EX-2025-00234511- -SI-MDSI (trámite TESI2025HABIL00001185) - LICENCIA,zonificación/C.O.U.,,Habilitación,no,https://tesi.sanisidro.gob.ar/nfs-storage/gde/v2/gde_1761150010.pdf
1206,2025-10-23,2025-10-22,Disposición,DISP-2025-474-SI-DGHP,EX-2025-00238319- -SI-MDSI (trámite TESI N° 2025HABIL00001376) - HABILITACIÓN LICENCIA,mayor altura/FOT/FOS | zonificación/C.O.U.,,Habilitación,no,https://tesi.sanisidro.gob.ar/nfs-storage/gde/v2/gde_1761228391.pdf
1206,2025-10-23,2025-10-22,Disposición,DISP-2025-473-SI-DGHP,EX-2025-00235291- -SI-MDSI (trámite TESI N° 2025HABIL00001347) - HABILITACIÓN EXPRÉS,zonificación/C.O.U.,,Habilitación,no,https://tesi.sanisidro.gob.ar/nfs-storage/gde/v2/gde_1761228377.pdf
1206,2025-10-23,2025-10-22,Disposición,DISP-2025-472-SI-DGHP,EX-2025-00235713- -SI-MDSI (trámite TESI2025HABIL00001286) - HABILITACIÓN EXPRES,zonificación/C.O.U.,,Habilitación,no,https://tesi.sanisidro.gob.ar/nfs-storage/gde/v2/gde_1761228366.pdf
1206,2025-10-23,2025-10-22,Disposición,DISP-2025-471-SI-DGHP,EX-2025-00235506- -SI-MDSI (trámite TESI N° 2025HABIL00001445) - HABILITACIÓN EXPRÉS,zonificación/C.O.U.,,Habilitación,no,https://tesi.sanisidro.gob.ar/nfs-storage/gde/v2/gde_1761228357.pdf
1207,2025-10-31,2025-10-23,Disposición,DISP-2025-475-SI-DGHP,EX-2025-00238486- -SI-MDSI (trámite TESI N° 2025HABIL00001403) - HABILITACIÓN EXPRÉS,zonificación/C.O.U.,,Habilitación,no,https://tesi.sanisidro.gob.ar/nfs-storage/gde/v2/gde_1761589002.pdf
1207,2025-10-31,2025-10-24,Decreto,DECRE-2025-1249-SI-INTEN,"Expediente N° EX-2025-00225734-SI-SSOBPU - Llamar a Licitación Pública N° 62/2025, para la “PUESTA EN VALOR DEL NUEVO NATATORIO DEL CAMPO DE DEPORTES N° 5”.-",factibilidad | excepción | mayor altura/FOT/FOS | zonificación/C.O.U.,1750571197.76,Llamado | Licitación Pública,si,https://tesi.sanisidro.gob.ar/nfs-storage/gde/v2/gde_1761590091.pdf
1207,2025-10-31,2025-10-24,Decreto,DECRE-2025-1246-SI-INTEN,"Expediente N° 1139-2009 (Cuerpo 2) - Eximir a la Sra. Ramona del Valle Herrera (DNI N° 13.247.126) del pago de la Tasa por Alumbrado, Limpieza y Servicios Generales.-",excepción,,Eximición | Tasas,si,https://tesi.sanisidro.gob.ar/nfs-storage/gde/v2/gde_1761589854.pdf
1207,2025-10-31,2025-10-24,Disposición,DISP-2025-477-SI-DGHP,EX-2025-00241598- -SI-MDSI (trámite TESI N° 2025HABIL00001324) - HABILITACIÓN LICENCIA,zonificación/C.O.U.,,Habilitación,no,https://tesi.sanisidro.gob.ar/nfs-storage/gde/v2/gde_1761589023.pdf
1207,2025-10-31,2025-10-28,Decreto,DECRE-2025-1277-SI-INTEN,Expediente Nº EX-2025-00205108-SI-SSOBPU - Adjudicar la Contratación Directa referente a la “PROVISIÓN DE MATERIALES Y MANO DE OBRA PARA LA REPARACIÓN INTEGRAL Y ADECUACIÓN DE TRANSPORTE VERTICAL DE PASAJEROS Y CAMILLEROS EN EL HOSPITAL CENTRAL”.-,excepción,515101525.00,Adjudicación | Contratación Directa,si,https://tesi.sanisidro.gob.ar/nfs-storage/gde/v2/gde_1761763587.pdf
