fecha,tipo,numero,objeto,domicilio,localidad,es_san_isidro,monto_max,pdf
2009-02-16,DECRETO,407,"Adjudícase a la empresa VIOCA S.A., con domicilio en Billinghurst Nro. ************* 1933, de la Ciudad de Beccar “LA CONTRATACION DE MAQUINA VIAL RETROEXCAVADORA”, por un monto total de PESOS CIENTO ","Billinghurst Nro. 1933, de la Ciudad de Beccar “LA CONTRATACION DE MAQUINA VIAL RETROEXCAVADORA”",San Isidro,SI,126000.00,https://boletines.sanisidro.gob.ar/uploads/boletin/Boletines-Oficiales-2a-quincena-781-2009-02-01.pdf
2009-02-20,DECRETO,486,"Convalídase el llamado a Licitación Privada nro. 45/2009, efectuado por la ************** Dirección General de Compras.- ARTICULO 2º.- Adjudícase a la firma Construcciones Jaf Group S.A, con domicilio"," Gurruchaga 391 de la Ciudad Autónoma de Buenos Aires, la Reconstrucción de 1.700 m2 de Veredas",Ciudad Autónoma De Buenos Aires,NO,204000.00,https://boletines.sanisidro.gob.ar/uploads/boletin/Boletines-Oficiales-2a-quincena-781-2009-02-01.pdf
2009-02-23,DECRETO,497,"Convalídase el llamado a Licitación Privada Nro. 42/09, efectuado por la ************** Dirección General de Compras.- ARTICULO 2º.- Adjudícase a la empresa CARRANZA ASTELARRA S.R.L., con ************","Lavalle Nro. 3094, piso 5 “A”, Victoria Partido de San Fernando y legal en Cosme Beccar Nro. 57, piso 11 “C” d | Moseñor Larumbe Nro. 12, piso 4º, Dpt",San Isidro,SI,314000.00,https://boletines.sanisidro.gob.ar/uploads/boletin/Boletines-Oficiales-2a-quincena-781-2009-02-01.pdf
01/02/2009,DECRETO,550,"Convalídase el llamado a Licitación Privada nro. 38, efectuado por la ************* Dirección General de Compras, referente a la adquisición de insumos de serología y química clínica.- ARTICULO 2°.- A","Avenida Andrés Rolón 694, San Isidro, los ítems 8-9-11-12-15- 17-18-19-20-22-24-25-26-28-30-31-33-38-43-64-65- | Avenida Díaz Vélez 4562, Ciudad Autón",San Isidro,SI,79656.22,https://boletines.sanisidro.gob.ar/uploads/boletin/Boletines-Oficiales-2a-quincena-781-2009-02-01.pdf
2009-03-18,DECRETO,687,"ro.- Adjudícase a la empresa COLVI S.A., con domicilio en **************** Avda. Centenario Nro. 1970, de la Ciudad de San Isidro, la ejecución de la obra “CONTRATACION DE 1500 HORAS DE 2 MAQUINAS VIA"," Avda. Centenario Nro. 1970, de la Ciudad de San Isidro, la ejecución de la obra “CONTRATACION | Monseñor Larumbe Nro. 12, piso 4º, Dpto. “A”, de la C",San Isidro,SI,318000.00,https://boletines.sanisidro.gob.ar/uploads/boletin/Boletines-Oficiales-2a-quincena-783-2009-03-01.pdf
2009-03-23,DECRETO,732,"ro.- Adjudícase a la empresa INELCO S.A.., con domicilio en la calle ************* Nicolás Avellaneda Nro., 151, de la Ciudad de San Isidro, la ejecución de la obra “REPARACIONES GENERALES A REALIZAR ","la calle Nicolás Avellaneda Nro., 151, de la Ciudad de San Isidro, la ejecución de la obra “REPA | la calle Monseñor Larrumbe Nro. 12, 4 piso, dpto. “",San Isidro,SI,107650.00,https://boletines.sanisidro.gob.ar/uploads/boletin/Boletines-Oficiales-2a-quincena-783-2009-03-01.pdf
2009-03-25,DECRETO,737,"Adjudícase a las firmas que a continuación se detallan, los ítems que ************** rigieron la Licitación Pública Nro. 03/2009, referente a la adquisición de “INSUMOS DE MEDICAMENTOS”: LABORATORIOS ","El Cano Nro. 4938 - Ciudad Au- tónoma de Buenos Aires, los renglones: 109-274, por un monto total de PESOS OCH | Carlos Villate Nro. 5271 – Munro, los",Buenos Aires,NO,596248.85,https://boletines.sanisidro.gob.ar/uploads/boletin/Boletines-Oficiales-2a-quincena-783-2009-03-01.pdf
2009-03-25,DECRETO,739,"ro.- REGISTRESE los contratos obrantes a fojas 311/315 y 347/348, *************** celebrados con la firma Trenes de Buenos Aires –TBA- S.A y Baires Ferrovial S.A, respecto de la construcción del Cruce","la calle 9 de Julio 526, de la ciudad de San Isidro por una parte, en adelante denominada ""LA MUNICIPALIDAD"" y | los indicados en el encabezado, donde",San Isidro,SI,1609958.00,https://boletines.sanisidro.gob.ar/uploads/boletin/Boletines-Oficiales-2a-quincena-783-2009-03-01.pdf
2009-03-25,DECRETO,741,"Adjudícase a las firmas que a continuación se detallan, los ítems que ************** rigieron la Licitación Pública N° 2/2009, referente a la “ADQUISICION DE INSUMOS DE SEROLOGIA Y QUIMICA CLINICA PAR","Rosario nº 2085 de la ciudad de Boulogne, jurisdicción de este Partido, los ítems: 1, 2, 3, 4, 5, 6, 9, 11, 14 | Av. Díaz Velez nº 4562 de la Ciudad A",San Isidro,SI,407237.61,https://boletines.sanisidro.gob.ar/uploads/boletin/Boletines-Oficiales-2a-quincena-783-2009-03-01.pdf
2009-03-27,DECRETO,748,"Convalídase el llamado a Licitación Privada nro. 19/2009, referente a la ************** “Contratación del servicio de mantenimiento preventivo/correctivo de pro- cesadoras de placas radiográficas de p"," Aristóbulo del Valle N° 1139 de Castelar, la Licitación Privada N° 1909, por la contratación d",Castelar,NO,176715.00,https://boletines.sanisidro.gob.ar/uploads/boletin/Boletines-Oficiales-2a-quincena-783-2009-03-01.pdf
2009-03-27,DECRETO,767,"ro.- Adjudícase a la empresa LEE Ingeniería SA, con domicilio real en *************** Domingo Faustino Sarmiento 2858 de Olivos y legal en Santiago del Es- tero N° 28, Piso 2° C de Martínez, la ejecuc"," Domingo Faustino Sarmiento 2858 de Olivos y legal en Santiago del Es- tero N° 28, Piso 2° C de | Monseñor Larumbe N° 12, 4° Piso “A” de la Ciudad de ",San Isidro,SI,320940.00,https://boletines.sanisidro.gob.ar/uploads/boletin/Boletines-Oficiales-2a-quincena-783-2009-03-01.pdf
01/03/2009,DECRETO,789,"Abónese en la persona de la Sra. Inés María Díaz Valdez –titular registral *********** del vehículo marca Renault, modelo Clio, dominio EBK-160-, la suma de PESOS NUEVE MIL CIENTO VEINTIOCHO ($ 9.128)","Florida 556 del GCBA, constando que la unidad no se encuentra amparada respecto del daño por el cual se formul | Hipólito Yrigoyen 109, P° 7, Dpto C d",San Isidro,SI,12200.00,https://boletines.sanisidro.gob.ar/uploads/boletin/Boletines-Oficiales-2a-quincena-783-2009-03-01.pdf
2009-04-17,DECRETO,910,"Adjudícase a la empresa DROSA S.R.L., con domicilio real y ************* legal en la calle Martín y Omar Nro.230 – piso 1 “B”, de la Ciudad de San Isidro, la ejecución de la obra “LEVANTAMIENTO Y RECO","Monseñor La- rumbe nro. 12 – 4º Piso “A”, de la Ciudad de Martínez, jurisdicción de este Partido.- ARTICULO 6º",San Isidro,SI,321760.00,https://boletines.sanisidro.gob.ar/uploads/boletin/Boletines-Oficiales-2a-quincena-785-2009-04-01.pdf
2009-04-17,DECRETO,911,"Adjudícase a la Empresa PAITZ SERGIO OMAR., con domicilio real en ************ la calle Lamadrid Nro.1690, de Villa Ballester y legal en la calle Rivera Nro. 950, Villa Adelina, jurisdicción de este P"," la calle Lamadrid Nro.1690, de Villa Ballester y legal en la calle Rivera Nro. 950, Villa Adelina",San Isidro,SI,324000.00,https://boletines.sanisidro.gob.ar/uploads/boletin/Boletines-Oficiales-2a-quincena-785-2009-04-01.pdf
2009-04-17,DECRETO,917,"ro.- Adjudícase a la empresa ERECTION CONSTRUCCIONES Y ************** MONTAJES INDUSTRIALES SAICI, con domicilio en Av. Savio Nro. 1850, de la localidad de San Nicolás, la ejecución de la obra “CONSTR","Av. Savio Nro. 1850, de la localidad de San Nicolás, la ejecución de la obra “CONSTRUCCION Y MONTAJE DE TABIQU | Monseñor Larum- be Nro. 12, piso 4º, ",San Isidro,SI,319600.00,https://boletines.sanisidro.gob.ar/uploads/boletin/Boletines-Oficiales-2a-quincena-785-2009-04-01.pdf
01/04/2009,DECRETO,937,"Adjudícase a las firmas que a continuación se detallan, los ítems que ************** rigieron la Licitación Pública N° 4/2009, referente a la “ADQUISICION DE INSUMOS DE BACTERIOLOGIA”.- DOCTUS DIAGNOS","Rosario nº 2085 de la ciudad de Bou- logne, jurisdicción de este Partido, los ítems: 3, 12, 13, 14, 15, 16, 20 | Av. Andrés Rolón nº 694 de la ciudad ",San Isidro,SI,198235.58,https://boletines.sanisidro.gob.ar/uploads/boletin/Boletines-Oficiales-2a-quincena-785-2009-04-01.pdf
2009-04-21,DECRETO,939,"Adjudícase a la empresa URBACO S.R.L., con domicilio legal y ************ real en Avda. Márquez nro. 2955 de la Ciudad de San Isidro, jurisdicción de este Partido, la ejecución de la obra: “EJECUCION ",la calle Sar- miento nro. 2858 de la localidad de Olivos - Partido de Vicente López.- ARTICULO 6º.- El estudio,Vicente López,NO,318450.00,https://boletines.sanisidro.gob.ar/uploads/boletin/Boletines-Oficiales-2a-quincena-785-2009-04-01.pdf
2009-04-24,DECRETO,983,"Adjudícase a SEÑAL ARGENTINA S.R.L., con domicilio en Mariano Pe- *************lliza nro. 2663, de la ciudad de Olivos, Partido de Vicente López, la ejecu- ción de los trabajos de DEMARCACIÓN PREVENTI","Mariano Pe- lliza nro. 2663, de la ciudad de Olivos, Partido de Vicente López, la ejecu- ción de",Olivos,NO,119000.00,https://boletines.sanisidro.gob.ar/uploads/boletin/Boletines-Oficiales-2a-quincena-785-2009-04-01.pdf
2009-04-24,DECRETO,984,"Adjudícase a PAINT EXPRESS S.R.L., con domicilio en Intendente Bec- *************co nro. 1939, de la ciudad de Beccar, Partido de San Isidro, la ejecución de los trabajos de REMODELACION DE PINTURA IN","Intendente Bec- co nro. 1939, de la ciudad de Beccar, Partido de San Isidro, la ejecución de los",San Isidro,SI,264600.00,https://boletines.sanisidro.gob.ar/uploads/boletin/Boletines-Oficiales-2a-quincena-785-2009-04-01.pdf
2009-04-28,DECRETO,998,"Déjase aclarado que el Decreto N° 550 de fecha 27 de febrero de 2009, ************* está integrado por los siguientes artículos: “ARTICULO 1°.- Convalídase el llamado a Licitación Privada nro. 38, efe","Avenida Andrés Rolón 694, San Isidro, los ítems 8-9-11-12- 15-17-18-19-20-22-24-25-26-28-30-31-33-38-43-64-65- | Avenida Díaz Vélez 4562, Ciudad Autón",San Isidro,SI,79656.22,https://boletines.sanisidro.gob.ar/uploads/boletin/Boletines-Oficiales-2a-quincena-785-2009-04-01.pdf
01/04/2009,DECRETO,1029,"ro.- Exímese del pago de la Tasa por Alumbrado, Limpieza, Conservación y *************** Reconstrucción de la Vía Pública, en un 100 %, año/s 2009, a excepción de las cuotas que a la fecha se hubieren","Caracas nº 2523 de la ciudad de Martínez, jurisdicción de este Partido, Cta. Cte. 410.177.- ARTICULO 2do.- Dés | Méjico nro. 1062, de la ciudad de Mar",San Isidro,SI,693425.65,https://boletines.sanisidro.gob.ar/uploads/boletin/Boletines-Oficiales-2a-quincena-785-2009-04-01.pdf
2009-05-20,DECRETO,1277,"Adjudícase a las firmas que a continuación se detalla, los ítems que ************* rigieron la Licitación Privada N° 62/2009, referente a la ADQUISICION DE INSUMOS DE SUTURA: - TOMARCHIO HNOS SA., con","Mario Bravo Nº 185 - Partido de Avellaneda, los renglones: 10-20-24-37-38-39-56-60-64-65-72-73-74-75-77-78-79, | Miralla Nº 2138 de la Ciudad Autónoma",Avellaneda,NO,154081.42,https://boletines.sanisidro.gob.ar/uploads/boletin/Boletines-Oficiales-2a-quincena-787-2009-05-01.pdf
2009-05-22,DECRETO,1324,"Adjudícase a las firmas que a continuación se detalla, los ítems que ************* rigieron la Licitación Privada N° 61/2009, referente a la ADQUISICION DE INSUMOS DE HEMOTERAPIA: - BIOQUIMICA SRL., c","Gazeta de Buenos Aires Nº 4252 - Ciudadela, los renglones: 2-10-15-45-61, por un importe de PESOS CIENTO CUATR | Manuel R. Trelles Nº 2061 de la Ciuda",Ciudad Autónoma De Buenos Aires,NO,104193.00,https://boletines.sanisidro.gob.ar/uploads/boletin/Boletines-Oficiales-2a-quincena-787-2009-05-01.pdf
2009-05-22,DECRETO,1325,"Regístrese los Convenios y Contratos de Obra Pública celebrado con la ************* empresa CONSTRUCCIONES ECOLOGICAS S.A., consistente en Cons- trucción de 200 viviendas para el barrio LA CAVA etapa ","Monseñor Larumbe 12 4º piso - Dpto. ""A"" de la Ciudad de Martínez, jurisdicción de este Partido, según el sigui | la Avenida Leandro N. Alem 339, 5º Pi",San Isidro,SI,26559403.28,https://boletines.sanisidro.gob.ar/uploads/boletin/Boletines-Oficiales-2a-quincena-787-2009-05-01.pdf
2009-05-22,DECRETO,1326,"Adjudícase a la empresa BAIRES FERROVIAL S.A., con domicilio real en ************* Avenida Ramos Mejía nro. 1358, 3er. Piso, de la Ciudad Autónoma de Buenos Aires, la ejecución de la obra TRABAJOS DE "," Avenida Ramos Mejía nro. 1358, 3er. Piso, de la Ciudad Autónoma de Buenos Aires, la ejecución de",Ciudad Autónoma De Buenos Aires,NO,325000.00,https://boletines.sanisidro.gob.ar/uploads/boletin/Boletines-Oficiales-2a-quincena-787-2009-05-01.pdf
2009-05-26,DECRETO,1345,"Adjudícase a la empresa DROSA S.R.L. con domicilio real en la calle ************** Martín y Omar 230, Piso 1º -Dpto 1 “B”- de la ciudad de San Isidro, “POR LA CONTRATACIÓN DE DISTINTAS MAQUINAS VIALES","la calle Martín y Omar 230, Piso 1º -Dpto 1 “B”- de la ciudad de San Isidro, “POR LA CONTRATACI | Monseñor Larumbe 12, Piso 4° -Dpto. “A”, de la ciuda",San Isidro,SI,314400.00,https://boletines.sanisidro.gob.ar/uploads/boletin/Boletines-Oficiales-2a-quincena-787-2009-05-01.pdf
2009-06-17,DECRETO,1547,"ro.- Adjudícase a la empresa URBACO S.R.L., con domicilio en Pasaje del ************** Carmen Nro. 216 – Piso 3, Ciudad Autónoma de Buenos Aires, la ejecu- ción de la obra “CORRECCION DE ESCURRIMIENTO","Pasaje del Carmen Nro. 216 – Piso 3, Ciudad Autónoma de Buenos Aires, la ejecu- ción de la obra | Sarmiento Nro. 2858, de la localidad de Olivos, Part",Buenos Aires,NO,316750.00,https://boletines.sanisidro.gob.ar/uploads/boletin/Boletines-Oficiales-2a-quincena-789-2009-06-01.pdf
2009-06-23,DECRETO,1624,"Adjudícase a COINTEG S.A., con domicilio en Bolívar nro. 1887, 3er. Pi- ************* so, Departamento “B”, de la Ciudad Autónoma de Buenos Aires, la ejecu- ción de la obra “PROVISION Y MONTAJE DE ELE","Bolívar nro. 1887, 3er. Pi- so, Departamento “B”, de la Ciudad Autónoma de Buenos Aires, la ejec | la calle Monse- ñor Larumbe nro. 12, 4º Piso, Depar",San Isidro,SI,140760.00,https://boletines.sanisidro.gob.ar/uploads/boletin/Boletines-Oficiales-2a-quincena-789-2009-06-01.pdf
2009-06-24,DECRETO,1636,"Adjudícase a DROSA S.R.L., con domicilio en Martín y Omar ************** Nro. 230 – Piso 1º - Dpto. “B”, de la Ciudad de San Isidro “LA ADQUI- SICION DE 1.000 TONELADAS DE MEZCLA BITUMINOSA TIPO CONCR","Martín y Omar Nro. 230 – Piso 1º - Dpto. “B”, de la Ciudad de San Isidro “LA ADQUI- SICION DE 1",San Isidro,SI,315000.00,https://boletines.sanisidro.gob.ar/uploads/boletin/Boletines-Oficiales-2a-quincena-789-2009-06-01.pdf
2009-06-25,DECRETO,1652,"Adjudícase a PODA DE ALTURA S.R.L., con domicilio en Obligado ************** Nro. 1342 – Don Torcuato “EL BALANCEO DE 3100 ARBOLES DE ALINEACION EN LA VIA PUBLICA A PARTIR DE LA EMISION DE LA ORDEN DE",Obligado Nro. 1342 – Don Torcuato “EL BALANCEO DE 3100 ARBOLES DE ALINEACION EN LA VIA PUBLICA,,SIN CLASIFICAR,339000.00,https://boletines.sanisidro.gob.ar/uploads/boletin/Boletines-Oficiales-2a-quincena-789-2009-06-01.pdf
01/06/2009,DECRETO,1685,Exímase de los recargos generados en las deudas de la obra de desagüe ************* cloacal a los inmuebles cuyos datos se consignan a continuación: 284 //…. CTAS. CTES. UBICACIÓN CATASTRAL,"Aramburu N° 1267 de Martínez, afectado al servicio de “Autos al Instante”, en la agencia Siempre, sita en Hipó | América nro. 2024 de la Ciudad de Bec",San Isidro,SI,238332.86,https://boletines.sanisidro.gob.ar/uploads/boletin/Boletines-Oficiales-2a-quincena-789-2009-06-01.pdf
2009-07-16,DECRETO,1769,"Adjudícase a las firmas que a continuación se detalla, los ítems que ************* rigieron la Licitación Privada nº 90/2009, referente a la adquisición de insumos de medicamentos: Axis Pharma S.A, co","Lima 595, Ciudad Autónoma de Buenos Aires, los ítems 11-19-31-42-43-54, por un importe de PESOS VEINTIDOS MIL | Cucha Cucha 2298, Ciudad Autónoma de B",Buenos Aires,NO,78280.40,https://boletines.sanisidro.gob.ar/uploads/boletin/Boletines-Oficiales-2a-quincena-791-2009-07-01.pdf
2009-07-16,DECRETO,1771,"Adjudícase a la empresa COPACABANA S.A., con domicilio real en Para- ************* guay nro. 419, de la Ciudad Autónoma de Buenos Aires, la adquisición de OCHO MIL (8.000) CAJAS DE ALIMENTOS SECOS, po","Para- guay nro. 419, de la Ciudad Autónoma de Buenos Aires, la adquisición de OCHO MIL (8.000) C",Ciudad Autónoma De Buenos Aires,NO,187680.00,https://boletines.sanisidro.gob.ar/uploads/boletin/Boletines-Oficiales-2a-quincena-791-2009-07-01.pdf
2009-07-16,DECRETO,1778,"Adjudícase a las firmas que a continuación se detalla, los ítems que ************* rigieron la Licitación Privada N° 84/2009, referente a la ADQUISICION DE INSUMOS DE SEROLOGIA Y QUIMICA CLINICA: - DO","Rosario nro. 2085 de la Ciudad de Boulogne, jurisdicción de este Partido, los renglones: 1-3-5-12-24-29-37-39- | Avda. Andrés Rolón nro. 694 de la Ciu",San Isidro,SI,133518.08,https://boletines.sanisidro.gob.ar/uploads/boletin/Boletines-Oficiales-2a-quincena-791-2009-07-01.pdf
2009-07-27,DECRETO,1862,"Adjudícase a las firmas que a continuación se detallan, los ítems que rigie ************* ron la Licitación Pública Nro. 08/2009, referida a la adquisición de insumos médicos: GLAMAMED de Mario Ariel ","Cucha Cucha Nro. 2298 – Ciudad Autónoma de Buenos Aires, los renglones 3, 4, 5, 6, 24, 28, 30, 31, 43, 45, 53, | Juan Bautista Alberdi Nro. 3499 – de ",Buenos Aires,NO,405434.65,https://boletines.sanisidro.gob.ar/uploads/boletin/Boletines-Oficiales-2a-quincena-791-2009-07-01.pdf
01/07/2009,DECRETO,1864,de la Resolución SIyRU 11455/08. Fecha: 16 de Julio de 2009 RESOLUCION S.I.R.U. y T. N°: 7 6 9 Expte. N° 12283-P-95 Habilitase el comercio sito en Sebastián Elcano 1700 de Martínez. FECHA : 16 de Juli,"la calle Bernardo de Irigoyen Nro. 344, de la Ciudad de Boulogne, jurisdicción de este Partido, por cuanto no | al calle Placido Marín Nro. 2361, de l",San Isidro,SI,5639.96,https://boletines.sanisidro.gob.ar/uploads/boletin/Boletines-Oficiales-2a-quincena-791-2009-07-01.pdf
2009-08-18,DECRETO,2017,"Adjudícase a la empresa DROSA S.R.L., con domicilio real y legal en la ************* calle Martín y Omar nro. 230 – 1er. Piso “B”, de la ciudad de San Isidro, la ejecución de la obra “CONSTRUCCION DE ","Monseñor Larumbe nro. 12 – 4º Piso “A”, de la ciudad de Martínez, jurisdicción de este Partido.- ARTICULO 6º.-",San Isidro,SI,313361.00,https://boletines.sanisidro.gob.ar/uploads/boletin/Boletines-Oficiales-2a-quincena-793-2009-08-01.pdf
2009-08-18,DECRETO,2020,"Convalídase el llamado a Licitación Privada Nro. 99/09, efectuado por la ************* Dirección General de Compras.- ARTICULO 2º.- Adjudícase a la empresa JIREH SERVICIOS EMPRESARIOS S.A, con *******","Santa Cruz nro. 28 - Tortuguitas, la ejecución de la obra: “TENDIDO DE REDES DE CABLES DE FIBRA OPTICA POR COL",,SIN CLASIFICAR,289279.96,https://boletines.sanisidro.gob.ar/uploads/boletin/Boletines-Oficiales-2a-quincena-793-2009-08-01.pdf
2009-08-19,DECRETO,2021,"Convalídase el llamado a Licitación Privada nro. 98/2009, efectuado por la ************** Dirección General de Compras.- ARTICULO 2º.- Adjudícase la Licitación Privada N° 98/2009, a la firma JIREH ***","Santa Cruz 28 de Tortuguitas, la ejecución de la “OBRA DE TENDIDO DE REDES DE CABLES DE FI- BRA OPTICA POR COL",Tortuguitas,NO,244984.79,https://boletines.sanisidro.gob.ar/uploads/boletin/Boletines-Oficiales-2a-quincena-793-2009-08-01.pdf
2009-08-19,DECRETO,2025,"ro.- DESIGNASE como Inspección Técnica de la obra “CONSTRUCCION ************** DE 100 VIVIENDAS EN EL BARRIO SAN ISIDRO 7”, ejecutada por la empresa Baunnion SRL, encuadrada dentro del Programa Federa","Albarellos 1061, Piso 12°, Dpto. 3 de Martínez y LEE Ingeniería S.A., con domicilio en Domingo F. Sarmiento 28 | América 2272 de Tigre, a partir del 1",San Isidro,SI,,https://boletines.sanisidro.gob.ar/uploads/boletin/Boletines-Oficiales-2a-quincena-793-2009-08-01.pdf
2009-08-21,DECRETO,2047,"Convalídase el llamado a Licitación Privada nro. 102/2009, efectuado por ************** la Dirección General de Compras.- ARTICULO 2º.- Adjudícase la Licitación Privada N° 102/2009, a la firma ELECTRO","Laprida 4034, Villa Lynch, para la “PROVISION DE ELEMENTOS DE CCTV PARA EL SISTEMA DE SE- GURIDAD DE LA MUNICI",,SIN CLASIFICAR,338470.00,https://boletines.sanisidro.gob.ar/uploads/boletin/Boletines-Oficiales-2a-quincena-793-2009-08-01.pdf
2009-08-21,DECRETO,2052,"Convalídase el llamado a Licitación Privada Nro. 103/09, efectuado por la ************* Dirección General de Compras.- ARTICULO 2º.- Adjudícase a la empresa LEPAK SRL, con domicilio en Acceso Tigre nr","Acceso Tigre nro. 338 de la Ciudad de Boulogne, jurisdicción de este Partido, la “PROVI- SION DE",San Isidro,SI,316710.00,https://boletines.sanisidro.gob.ar/uploads/boletin/Boletines-Oficiales-2a-quincena-793-2009-08-01.pdf
2009-09-17,DECRETO,2226,"Modifícase el artículo 2º del Decreto Número 2052/2009, en lo que al ************* importe de la adjudicación se refiere, quedando redactado de la siguiente manera: “ARTICULO 2º.- Adjudícase a la empr","Acceso Tigre 338 de la ciudad de Boulogne, jurisdicción de este Partido, la “PROVISION DE 39.10",San Isidro,SI,283475.00,https://boletines.sanisidro.gob.ar/uploads/boletin/Boletines-Oficiales-2a-quincena-795-2009-09-01.pdf
2009-09-21,DECRETO,2251,"ADJUDICASE a la firma DROSA S.R.L., con domicilio en ************** Martín y Omar nro. 230 - piso 1° - Dpto. ""B"" de la Ciudad de San Isidro, la Licitación Privada N° 107/2009, referente a la “ADQUISIC"," Martín y Omar nro. 230 - piso 1° - Dpto. ""B"" de la Ciudad de San Isidro, la Licitación Privada",San Isidro,SI,323190.00,https://boletines.sanisidro.gob.ar/uploads/boletin/Boletines-Oficiales-2a-quincena-795-2009-09-01.pdf
2009-09-25,DECRETO,2291,"Adjudícase a la empresa L.E.E INGENIERIA S.A., con domicilio en la ************ calle D. F. Sarmiento 2858 ciudad de Olivos, Partido de Vicente López, la ejecución de la obra: “CONSTRUCCION DE PANTALL","la calle D. F. Sarmiento 2858 ciudad de Olivos, Partido de Vicente López, la ejecución de la obra | la calle Monseñor Larumbe 12, Piso 4º, Dpto. “A” d",San Isidro,SI,320814.26,https://boletines.sanisidro.gob.ar/uploads/boletin/Boletines-Oficiales-2a-quincena-795-2009-09-01.pdf
01/09/2009,DECRETO,2325,Desígnase en carácter de “Planta Temporaria - Personal Mensualizado” ************** conforme el artículo 21º inciso a) -apartado 2- de la Ordenanza 8416 entre el 1º de Abril y el 31 de Diciembre de 20,"Camacuá nro. 3060 de la localidad de Don Torcuato - Partido de Tigre, a desarrollar actividades de TRANSPORTE | Bacacay nro. 529, de la Ciudad de Boul",San Isidro,SI,,https://boletines.sanisidro.gob.ar/uploads/boletin/Boletines-Oficiales-2a-quincena-795-2009-09-01.pdf
2009-10-21,DECRETO,2460,"Adjudícase a la firma Cointeg S.A., con domicilio en Bolívar N° 1887, ************ Piso 3, Dpto B, Ciudad Autónoma de Buenos Aires, la ejecución de la obra “READECUACION DE UN SECTOR DEL SUBSUELO PARA","Bolívar N° 1887, Piso 3, Dpto B, Ciudad Autónoma de Buenos Aires, la ejecución de la obra “READEC | la calle M. Larumbe N° 12, 4° Piso, Dpto. A de Mar",San Isidro,SI,59890.00,https://boletines.sanisidro.gob.ar/uploads/boletin/Boletines-Oficiales-2a-quincena-797-2009-10-01.pdf
2009-10-27,DECRETO,2489,"Adjudícase a la empresa RURAL CEMENTO S.A., con domicilio legal y ************ real en Jacinto Díaz nro. 358 de la Ciudad de San Isidro, jurisdicción de este partido, la ejecución de la obra: “CONSTRU","la calle Monseñor Larumbe nro. 12 - 4° piso Dpto. “A” de la Ciudad de Martínez, Partido de San Isidro.- ARTICU",San Isidro,SI,318780.00,https://boletines.sanisidro.gob.ar/uploads/boletin/Boletines-Oficiales-2a-quincena-797-2009-10-01.pdf
2009-10-27,DECRETO,2490,"Adjudícase a la empresa MASTER OBRAS S.A., con domicilio legal y ************ real en Garibaldi nro. 617 Of. 1 de la Ciudad de San Isidro, jurisdicción de este partido, la ejecución de la obra: “REPAV","la calle Monseñor Larumbe nro. 12 - 4° piso Dpto. “A” de la Ciudad de Martínez, Partido de San Isidro.- ARTICU",San Isidro,SI,323000.00,https://boletines.sanisidro.gob.ar/uploads/boletin/Boletines-Oficiales-2a-quincena-797-2009-10-01.pdf
2009-10-27,DECRETO,2493,"ADJUDICASE a la firma PODA DE ALTURA SRL, con domicilio en ************** Obligado nro. 1342 - Don Torcuato - Partido de Tigre, la Licitación Privada N° 117/2009, referente a la “CONTRATACION DE 1080 "," Obligado nro. 1342 - Don Torcuato - Partido de Tigre, la Licitación Privada N° 1172009, refere",Tigre,NO,288997.20,https://boletines.sanisidro.gob.ar/uploads/boletin/Boletines-Oficiales-2a-quincena-797-2009-10-01.pdf
01/10/2009,DECRETO,2521,"Exímese del pago de los recargos de las diferencias generadas en el período ************ 2007/5A a 20091B, correspondiente a la Tasa por Alumbrado, Limpieza, Conservación y Reconstrucción de la Vía Pú","4 de Marzo 843 de la localidad de Grand Bourg, Partido de 175 Malvinas Argentinas, para desarrollar actividade | Quirno Costa Nro. 691, de la Ciudad d",Grand Bourg,NO,3499320.00,https://boletines.sanisidro.gob.ar/uploads/boletin/Boletines-Oficiales-2a-quincena-797-2009-10-01.pdf
2009-11-16,DECRETO,2226/09,"Modifícase el artículo 1° del Decreto N° 2226 de fecha 17 de setiembre de ************ 2009, quedando redactado de la siguiente forma: “ARTICULO 1°.- Adjudícase a la empresa Lepak SRL, con domicilio e","Acceso Tigre 338 de la Ciudad de Boulogne, jurisdicción de este Partido, la Provisión de 39.100 vi",San Isidro,SI,283475.00,https://boletines.sanisidro.gob.ar/uploads/boletin/Boletines-Oficiales-2a-quincena-799-2009-11-01.pdf
2009-11-13,DECRETO,2674,"Convalídase el llamado a Licitación Privada Nro. 123/09, efectuado por la ************* Dirección General de Compras.- ARTICULO 2º.- Adjudícase a la empresa VIA URBANA S.R.L., con domicilio en la Aven","la Aveni- da Santa Fe nro. 336, Planta Baja, Departamento “6”, de la localidad de Acassuso, la c | la calle Piñero nro. 2726, de la ciudad de Boulogne",San Isidro,SI,117600.00,https://boletines.sanisidro.gob.ar/uploads/boletin/Boletines-Oficiales-2a-quincena-799-2009-11-01.pdf
