boletin,fecha_publicacion,fecha_firma,tipo,numero,objeto,tags,pdf
#1154,17/09/2024,05/09/2024,Decreto,DECRE-2024-1225-SI-INTEN,"Expediente N° 6112/2018 y agregados - Eximir a la ""INSTITUCIÓN FÁTIMA"" del pago de la Tasa de Alumbrado, Limpieza y Servicios Generales, para los años 2023 y 2024, respecto a las cuentas tributarias Nros. 751.099 y 751.100.",Eximición 100% tasa de ALySG | Cuentas 751.099 y 751.100,
#1156,01/10/2024,17/09/2024,Decreto,DECRE-2024-1268-SI-INTEN,"Expediente N° 1239-2024 - Reintegrar al Sr. Carlos Germán Navone el importe abonado en demasía en concepto de la Tasa por Alumbrado, Limpieza y Servicios Generales, respecto a la cuenta tributaria Nº 385.135.",Reintegro | Demasía,
#1156,01/10/2024,25/09/2024,Decreto,DECRE-2024-1302-SI-INTEN,"Expediente Nº 1181/2021 - Eximir al Sr. Norberto Luis Di Vita del pago de la Tasa por Alumbrado, Limpieza y Servicios Generales en un cien por ciento (100%), respecto a la cuenta tributaria N° 381.809, para el período fiscal 2024.",Eximición | Tasas,
#1156,01/10/2024,25/09/2024,Decreto,DECRE-2024-1303-SI-INTEN,"Expte. Nº 2079/2023.- Eximir al Sr. Carlos Barria del pago de la Tasa por Alumbrado, Limpieza y Servicios Generales en un cincuenta por ciento (50%), respecto a la cuenta tributaria N° 840.759, para el período fiscal 2024.-",Eximición | Tasas,
#1157,21/10/2024,01/10/2024,Decreto,DECRE-2024-1337-SI-INTEN,Expediente Nº 8812-2024 (Cuerpos 0 y 2) - Adjudicación - Concurso de Precios N° 125/2024: provisión de “BOTAS DE LLUVIA Y CAPAS PVC PARA EL PERSONAL DE BARRIDO DEL MUNICIPIO”.,Adjudicación | Concurso de Precios,
#1157,21/10/2024,03/10/2024,Decreto,DECRE-2024-1350-SI-INTEN,"Expediente N° 8472-2024 - Reintegrar a la Sra. Ximena Zaefferer (D.N.I. N° 38.305.040) el importe abonado en demasía en concepto de la Tasa por Alumbrado, Limpieza y Servicios Generales, respecto a la cuenta tributaria Nº 321.517.",Reintegro | Demasía | Tasas,
#1157,21/10/2024,03/10/2024,Decreto,DECRE-2024-1351-SI-INTEN,"Expediente Nº 1216/2018 - Eximir a la Sra. Norma Beatriz Acevedo del pago de la Tasa por Alumbrado, Limpieza y Servicios Generales en un cien por ciento (100%), respecto a la cuenta tributaria N° 562.858, para el período fiscal 2024.",Eximición | Tasas,
#1157,21/10/2024,08/10/2024,Decreto,DECRE-2024-1370-SI-INTEN,"Expediente Nº 3551/2011 - Eximir a la Sra. Marta Mammana del pago de la Tasa por Alumbrado, Limpieza y Servicios Generales en un cien por ciento (100%), respecto a la cuenta tributaria N° 621.517, para el período fiscal 2024.",Eximición | Tasas,
#1157,21/10/2024,08/10/2024,Decreto,DECRE-2024-1371-SI-INTEN,"Expediente Nº 17906/2015 - Eximir a la Sra. Marta Zulema Davis del pago de la Tasa por Alumbrado, Limpieza y Servicios Generales en un cien por ciento (100%), respecto a la cuenta tributaria N° 222.109, para el período fiscal 2024.",Eximición | Tasas,
#1157,21/10/2024,08/10/2024,Decreto,DECRE-2024-1372-SI-INTEN,"Expediente Nº 7523/1990 (Cuerpo 2) - Eximir al Sr. Oscar Eduardo Orellana del pago de la Tasa por Alumbrado, Limpieza y Servicios Generales en un cien por ciento (100%), respecto a la cuenta tributaria N° 630.371, para el período fiscal 2024.",Eximición | Tasas,
#1157,21/10/2024,08/10/2024,Decreto,DECRE-2024-1374-SI-INTEN,"Expediente Nº 6577/2003 - Eximir al Sr. José Justiniano Albornoz del pago de la Tasa por Alumbrado, Limpieza y Servicios Generales en un cien por ciento (100%), respecto a la cuenta tributaria N° 540.037, para el período 2024.",Eximición | Tasas,
#1157,21/10/2024,08/10/2024,Decreto,DECRE-2024-1375-SI-INTEN,"Expediente Nº 6201/1994 (Cuerpo 2) - Eximir a la Sra. María Primavera del pago de la Tasa por Alumbrado, Limpieza y Servicios Generales en un cien por ciento (100%), respecto a la cuenta tributaria N° 540.076, para el período 2024.",Eximición | Tasas,
#1157,21/10/2024,09/10/2024,Decreto,DECRE-2024-1378-SI-INTEN,"Expediente Nº 4829/1985 (Cuerpo 2) - Eximir a la Sra. Mirta Ester Mac Loughlin del pago de la Tasa por Alumbrado, Limpieza y Servicios Generales en un cien por ciento (100%), respecto a la Cuenta N° 512.178, para el período 2024.",Eximición | Tasas,
#1157,21/10/2024,09/10/2024,Decreto,DECRE-2024-1379-SI-INTEN,"Expediente Nº 9800/2014 - Eximir a la Sra. María Luisa Suárez del pago de la Tasa por Alumbrado, Limpieza y Servicios Generales en un cien por ciento (100%), respecto a la cuenta tributaria N° 720.372, para el período fiscal 2024.",Eximición | Tasas,
#1157,21/10/2024,09/10/2024,Decreto,DECRE-2024-1380-SI-INTEN,"Expediente Nº 3446/2018 - Eximir a la Sra. María Luisa Rocco del pago de la Tasa por Alumbrado, Limpieza y Servicios Generales en un cien por ciento (100%), respecto a la cuenta tributaria N° 610.216, para el período fiscal 2024.",Eximición | Tasas,
#1157,21/10/2024,09/10/2024,Decreto,DECRE-2024-1381-SI-INTEN,"Expediente Nº 10080/2009 (Cuerpo 2) - Eximir a la Sra. Olga Nélida Baldo del pago de la Tasa por Alumbrado, Limpieza y Servicios Generales en un cien por ciento (100%), respecto a la cuenta tributaria N° 770.576, para el período fiscal 2024.",Eximición | Tasas,
#1157,21/10/2024,09/10/2024,Decreto,DECRE-2024-1382-SI-INTEN,"Expediente Nº 582/2018 - Eximir a la Sra. Susana Amanda Noemí Reverberi del pago de la Tasa por Alumbrado, Limpieza y Servicios Generales en un cien por ciento (100%), respecto a la cuenta tributaria N° 382.750, para el período fiscal 2024.",Eximición | Tasas,
#1157,21/10/2024,09/10/2024,Decreto,DECRE-2024-1383-SI-INTEN,"Expediente Nº 13736/2001 (Cuerpo 2) - Eximir a la Sra. Juana Ramona Olguín del pago de la Tasa por Alumbrado, Limpieza y Servicios Generales en un cien por ciento (100%), respecto a la cuenta tributaria N° 561.503, para el período fiscal 2024.",Eximición | Tasas,
#1157,21/10/2024,09/10/2024,Decreto,DECRE-2024-1385-SI-INTEN,"Expediente Nº 2171/2006 - Eximir a la Sra. Lucylea Garrido Nunes del pago de la Tasa por Alumbrado, Limpieza y Servicios Generales en un cien por ciento (100%), respecto a la cuenta tributaria N° 352.828, para el período fiscal 2024.",Eximición | Tasas,
#1157,21/10/2024,09/10/2024,Decreto,DECRE-2024-1386-SI-INTEN,"Expediente Nº 1328/2006 - Eximir a la Sra. Amelia Esther Denoni del pago de la Tasa por Alumbrado, Limpieza y Servicios Generales en un cien por ciento (100%), respecto a la cuenta tributaria N° 711.603, para el período fiscal 2024.",Eximición | Tasas,
#1157,21/10/2024,10/10/2024,Decreto,DECRE-2024-1397-SI-INTEN,"Expediente Nº 8077/2022 - Eximir a la Sra. Susana Beatriz Borgo del pago de la Tasa por Alumbrado, Limpieza y Servicios Generales en un cien por ciento (100%), respecto a la cuenta tributaria N° 513.035, para el período fiscal 2024.",Eximición | Tasas,
#1157,21/10/2024,10/10/2024,Decreto,DECRE-2024-1398-SI-INTEN,"Expediente Nº 5794/2024 - Eximir a la Sra. Olga Marina Mella del pago de la Tasa por Alumbrado, Limpieza y Servicios Generales en un cien por ciento (100%), respecto a la cuenta tributaria N° 120.383, para el período fiscal 2024.",Eximición | Tasas,
#1157,21/10/2024,10/10/2024,Decreto,DECRE-2024-1399-SI-INTEN,"Expediente Nº 9659/2022 - Eximir a la Sra. María Mónica Suárez del pago de la Tasa por Alumbrado, Limpieza y Servicios Generales en un cien por ciento (100%), respecto a la cuenta tributaria N° 830.283, para el período fiscal 2024.",Eximición | Tasas,
#1157,21/10/2024,10/10/2024,Decreto,DECRE-2024-1400-SI-INTEN,"Expediente Nº 4858/2023 - Eximir al Sr. Vicente Orlando Aiello del pago de la Tasa por Alumbrado, Limpieza y Servicios Generales en un cien por ciento (100%), respecto a la cuenta tributaria N° 362.373, para el período fiscal 2024.",Eximición | Tasas,
#1157,21/10/2024,10/10/2024,Decreto,DECRE-2024-1401-SI-INTEN,"Expediente Nº 1921/2019 - Eximir a la Sra. Nora Noemí Bossi del pago de la Tasa por Alumbrado, Limpieza y Servicios Generales en un cien por ciento (100%), respecto a la cuenta tributaria N° 441.989, para el período fiscal 2024.",Eximición | Tasas,
#1157,21/10/2024,10/10/2024,Decreto,DECRE-2024-1402-SI-INTEN,"Expediente Nº 1685/2014 - Eximir a la Sra. María Ester Pavón del pago de la Tasa por Alumbrado, Limpieza y Servicios Generales en un cien por ciento (100%), respecto a la cuenta tributaria N° 751.427, para el período fiscal 2024.",Eximición | Tasas,
#1157,21/10/2024,10/10/2024,Decreto,DECRE-2024-1403-SI-INTEN,"Expediente Nº 784/2017 - Eximir a la Sra. Ana Noemí Acuña del pago de la Tasa por Alumbrado, Limpieza y Servicios Generales en un cien por ciento (100%), respecto a la cuenta tributaria N° 612.925, para el período fiscal 2024.",Eximición | Tasas,
#1157,21/10/2024,16/10/2024,Decreto,DECRE-2024-1426-SI-INTEN,"Expediente Nº 14388/2021 - Eximir a la Sra. Cecilia Alejandra Guidone del pago de la Tasa por Alumbrado, Limpieza y Servicios Generales en un cien por ciento (100%), respecto a la cuenta tributaria N° 621.843, para el período fiscal 2024.",Eximición | Tasas,
#1157,21/10/2024,16/10/2024,Decreto,DECRE-2024-1427-SI-INTEN,"Expediente Nº 11287/1997 (Cuerpo 2) - Eximir a la Sra. Carmen Raquel Sánchez del pago de la Tasa por Alumbrado, Limpieza y Servicios Generales en un cien por ciento (100%), respecto a la cuenta tributaria N° 621.247, para el período fiscal 2024.",Eximición | Tasas,
#1157,21/10/2024,16/10/2024,Decreto,DECRE-2024-1428-SI-INTEN,"Expediente Nº 6189/2016 - Eximir a la Sra. Bárbara Cristina Gill del pago de la Tasa por Alumbrado, Limpieza y Servicios Generales en un cien por ciento (100%), respecto a la cuenta tributaria N° 530.878, para el período fiscal 2024.",Eximición | Tasas,
#1157,21/10/2024,16/10/2024,Decreto,DECRE-2024-1433-SI-INTEN,"Expediente Nº 3776/2016 - Eximir a la Sra. Silvia Zulema Blanco del pago de la Tasa por Alumbrado, Limpieza y Servicios Generales en un cien por ciento (100%), respecto a la cuenta tributaria N° 230.216, para el período fiscal 2024.",Eximición | Tasas,
#1157,21/10/2024,16/10/2024,Decreto,DECRE-2024-1434-SI-INTEN,"Expte. Nº 6298/2013 - Eximir a la Sra. Elvira A. Gazzo a del pago de la Tasa por Alumbrado, Limpieza y Servicios Generales en un cien por ciento (100%), respecto a la cuenta tributaria N° 690.345, para los períodos fiscales 2020, 2021, 2022 y 2023.",Eximición | Tasas,
#1157,21/10/2024,16/10/2024,Decreto,DECRE-2024-1435-SI-INTEN,"Expediente Nº 5150/2012 - Eximir a la Sra. Marta Barrales del pago de la Tasa por Alumbrado, Limpieza y Servicios Generales en un cien por ciento (100%), respecto a la cuenta tributaria N° 362.319, para los períodos fiscales 2022, 2023 y 2024.",Eximición | Tasas,
#1157,21/10/2024,16/10/2024,Decreto,DECRE-2024-1436-SI-INTEN,"Expediente Nº 28/2013 - Eximir a la Sra. Eleonora Colasurdo del pago de la Tasa por Alumbrado, Limpieza y Servicios Generales en un cincuenta por ciento (50%), respecto a la cuenta tributaria N° 540.044, para el período fiscal 2024.",Eximición | Tasas,
#1157,21/10/2024,16/10/2024,Decreto,DECRE-2024-1437-SI-INTEN,"Expediente Nº 3000/2018 - Eximir a la Sra. María Angélica Olguín del pago de la Tasa por Alumbrado, Limpieza y Servicios Generales en un cien por ciento (100%), respecto a la cuenta tributaria N° 632.776, para el período fiscal 2024.",Eximición | Tasas,
#1157,21/10/2024,17/10/2024,Decreto,DECRE-2024-1439-SI-INTEN,"Expediente Nº 732/2024 - Eximir al Sr. Eduardo Oscar Mary del pago de la Tasa por Alumbrado, Limpieza y Servicios Generales en un cien por ciento (100%), respecto a la cuenta tributaria N° 642.041, para el período fiscal 2024.",Eximición | Tasas,
#1157,21/10/2024,17/10/2024,Decreto,DECRE-2024-1440-SI-INTEN,"Expediente Nº 3332/2023 - Eximir a la Sra. Hilma Hellen Portillo del pago de la Tasa por Alumbrado, Limpieza y Servicios Generales en un cien por ciento (100%), respecto a la cuenta tributaria N° 215.610, para el período fiscal 2024.",Eximición | Tasas,
#1157,21/10/2024,17/10/2024,Decreto,DECRE-2024-1441-SI-INTEN,"Expediente Nº 5916/2024 - Eximir al Sr. Roberto Di Paolo del pago de la Tasa por Alumbrado, Limpieza y Servicios Generales en un cien por ciento (100%), respecto a la cuenta tributaria N° 720.084, para el período fiscal 2024.",Eximición | Tasas,
#1157,21/10/2024,17/10/2024,Decreto,DECRE-2024-1442-SI-INTEN,"Expediente Nº 11348/2017 - Eximir a la Sra. Nélida Jovita Mendoza del pago de la Tasa por Alumbrado, Limpieza y Servicios Generales en un cien por ciento (100%), respecto a la cuenta tributaria N° 620.224, para el período fiscal 2024.",Eximición | Tasas,
#1157,21/10/2024,17/10/2024,Decreto,DECRE-2024-1443-SI-INTEN,"Expediente Nº 4581/2021 - Eximir a la Sra. Marta Irene Lastra del pago de la Tasa por Alumbrado, Limpieza y Servicios Generales en un cien por ciento (100%), respecto a la cuenta tributaria N° 560.153, para el período fiscal 2024.",Eximición | Tasas,
#1157,21/10/2024,18/10/2024,Decreto,DECRE-2024-1449-SI-INTEN,"Expediente Nº 4668/2018 - Eximir a la Sra. Ana Lorena Nellinger del pago de la Tasa por Alumbrado, Limpieza y Servicios Generales en un cien por ciento (100%), respecto a la cuenta tributaria N° 220.302, para los períodos fiscales 2023 y 2024.",Eximición | Tasas,
#1157,21/10/2024,18/10/2024,Decreto,DECRE-2024-1450-SI-INTEN,"Expte. N° 1521/2023 - Exención: Tasa por Alumbrado, Limpieza y Servicios Generales - Frentistas afectados por obra pública (cuentas tributarias Nros. 820.415, 820.419, 820.420, 820.421, 820.422, 820.423, 820.076, 820.077, 820.095, 820.096 y 820.099).",Eximición | Tasas,
#1158,29/10/2024,21/10/2024,Decreto,DECRE-2024-1462-SI-INTEN,"Expediente Nº 14582-2023 (Expte Nº 5782-2021) - Eximir al Sr. Ramón Alberto Rojo del pago de la Tasa por Alumbrado, Limpieza y Servicios Generales en un cien por ciento (100%), respecto a la cuenta tributaria N° 440.067, para el período fiscal 2022.",Eximición | Tasas,
#1158,29/10/2024,21/10/2024,Decreto,DECRE-2024-1463-SI-INTEN,"Expediente Nº 4344/2016 - Eximir a la Sra. Julia Esther Acuña del pago de la Tasa por Alumbrado, Limpieza y Servicios Generales en un cien por ciento (100%), respecto a la cuenta tributaria N° 220.018, para el período fiscal 2024.",Eximición | Tasas,
#1158,29/10/2024,23/10/2024,Decreto,DECRE-2024-1472-SI-INTEN,"Expediente Nº 8774/2024 - Eximir a la Sra. Margarita María López Saubidet del pago de la Tasa por Alumbrado, Limpieza y Servicios Generales en un veinticinco por ciento (25%), respecto a la cuenta tributaria N° 122.896, para el período fiscal 2024.",Eximición | Tasas,
#1158,29/10/2024,23/10/2024,Decreto,DECRE-2024-1473-SI-INTEN,"Expediente Nº 9644/2006 - Eximir al Sr. Álvaro Mario Bilancetti del pago de la Tasa por Alumbrado, Limpieza y Servicios Generales en un cien por ciento (100%), respecto a la cuenta tributaria N° 351.499, para el período fiscal 2023.",Eximición | Tasas,
#1158,29/10/2024,23/10/2024,Decreto,DECRE-2024-1474-SI-INTEN,"Expediente Nº 6135/2024 - Eximir a la Sra. Beatriz Cecilia Acosta del pago de la Tasa por Alumbrado, Limpieza y Servicios Generales en un veinticinco por ciento (25%), respecto a la cuenta tributaria N° 613.367, para el período fiscal 2024.",Eximición | Tasas,
#1158,29/10/2024,23/10/2024,Decreto,DECRE-2024-1475-SI-INTEN,"Expediente N° 7964/2022 - Eximir a la Sra. María Luisa Cristina Cruzado del pago de la Tasa por Alumbrado, Limpieza y Servicios Generales en un cincuenta por ciento (50%), respecto a la cuenta tributaria N° 350.414, para el período fiscal 2024.",Eximición | Tasas,
#1158,29/10/2024,23/10/2024,Decreto,DECRE-2024-1476-SI-INTEN,"Expediente Nº 14049/2008 (Cuerpo 3) - Eximir a la Sra. Karina Inés Chediex del pago de la Tasa por Alumbrado, Limpieza y Servicios Generales en un veinticinco por ciento (25%), respecto a la cuenta tributaria N° 741.911, para el período fiscal 2024.",Eximición | Tasas,
#1158,29/10/2024,24/10/2024,Decreto,DECRE-2024-1479-SI-INTEN,"Expediente Nº 858/2008 - Eximir a la Sra. Elena Elsa Zabala del pago de la Tasa por Alumbrado, Limpieza y Servicios Generales en un cien por ciento (100%), respecto a la cuenta tributaria N° 541.338, para los períodos fiscales 2022, 2023 y 2024.",Eximición | Tasas,
#1158,29/10/2024,24/10/2024,Decreto,DECRE-2024-1480-SI-INTEN,"Expediente Nº 2717/2019 - Eximir a la Sra. Andrea Carina Wettstein del pago de la Tasa por Alumbrado, Limpieza y Servicios Generales en un cincuenta por ciento (50%), respecto a la cuenta tributaria N° 640.722, para los períodos fiscales 2021 a 2024.",Eximición | Tasas,
#1159,04/11/2024,29/10/2024,Decreto,DECRE-2024-1498-SI-INTEN,"Expediente Nº 6360/2014 - Eximir a la Sra. Irene Emilia Medvezky del pago de la Tasa por Alumbrado, Limpieza y Servicios Generales en un cincuenta por ciento (50%), respecto a la cuenta tributaria N° 430.509, para el período fiscal 2024.",Eximición | Tasas,
#1159,04/11/2024,29/10/2024,Decreto,DECRE-2024-1499-SI-INTEN,"Expediente Nº 9544/2019 - Eximir al Sr. José Ignacio Ríos del pago de la Tasa por Alumbrado, Limpieza y Servicios Generales en un cien por ciento (100%), respecto a la cuenta tributaria N° 690.657, para el período fiscal 2022.",Eximición | Tasas,
#1159,04/11/2024,29/10/2024,Decreto,DECRE-2024-1503-SI-INTEN,"Expediente Nº 8862/2017 - Eximir al Sr. César Carlos Fernández del pago de la Tasa por Alumbrado, Limpieza y Servicios Generales en un cien por ciento (100%), respecto a la cuenta tributaria N° 660.136, para el período fiscal 2024.",Eximición | Tasas,
#1159,04/11/2024,29/10/2024,Decreto,DECRE-2024-1504-SI-INTEN,"Expediente Nº 4254/2015 - Eximir a la Sra. Hilda Zulema Poccioni del pago de la Tasa por Alumbrado, Limpieza y Servicios Generales en un veinticinco por ciento (25%), respecto a la cuenta tributaria N° 217.170, para el período fiscal 2024.",Eximición | Tasas,
#1159,04/11/2024,29/10/2024,Decreto,DECRE-2024-1505-SI-INTEN,"Expediente Nº 288/2004 (Cuerpo 2) - Eximir a la Sra. Herminia Susana García del pago de la Tasa por Alumbrado, Limpieza y Servicios Generales en un veinticinco por ciento (100%), respecto a la cuenta tributaria N° 712.253, para el período fiscal 2024",Eximición | Tasas,
#1159,04/11/2024,29/10/2024,Decreto,DECRE-2024-1506-SI-INTEN,"Expediente Nº 9208/2022 - Eximir a la Sra. Lady Juana Ludueña del pago de la Tasa por Alumbrado, Limpieza y Servicios Generales en un cien por ciento (100%), respecto a la cuenta tributaria N° 112.379, para el período fiscal 2024.",Eximición | Tasas,
#1159,04/11/2024,29/10/2024,Decreto,DECRE-2024-1511-SI-INTEN,"Expediente Nº 1356/2014 - Eximir al Sr. Fernando María Bentancourt del pago de la Tasa por Alumbrado, Limpieza y Servicios Generales en un veinticinco por ciento (25%), respecto a la cuenta tributaria N° 110.200, para el período fiscal 2024.",Eximición | Tasas,
#1159,04/11/2024,29/10/2024,Decreto,DECRE-2024-1512-SI-INTEN,"Expediente Nº 1448/2023 - Eximir al Sr. Vicente Roberto Mastroianni del pago de la Tasa por Alumbrado, Limpieza y Servicios Generales en un veinticinco por ciento (25%), respecto a la cuenta tributaria N° 122.447, para el período fiscal 2024.",Eximición | Tasas,
#1159,04/11/2024,29/10/2024,Decreto,DECRE-2024-1513-SI-INTEN,"Expediente Nº 7775/1995 - Eximir a la Sra. Ramona Amalia Campos del pago de la Tasa por Alumbrado, Limpieza y Servicios Generales en un veinticinco por ciento (25%), respecto a la cuenta tributaria N° 531.134, para el período fiscal 2024.",Eximición | Tasas,
#1163,26/11/2024,01/11/2024,Decreto,DECRE-2024-1520-SI-INTEN,"Expediente Nº 2125/1998 (Cuerpo 2) - Eximir a la Sra. Mirta Nilda Camaño del pago de la Tasa por Alumbrado, Limpieza y Servicios Generales en un cien por ciento (100%), respecto a la cuenta tributaria N° 533.732, para el período fiscal 2024.",Eximición | Tasas,
#1163,26/11/2024,01/11/2024,Decreto,DECRE-2024-1521-SI-INTEN,"Expediente Nº 676/1995 (Cuerpo 2) - Eximir a la Sra. Juliyet Saylancioglu del pago de la Tasa por Alumbrado, Limpieza y Servicios Generales en un cien por ciento (100%), respecto a la cuenta tributaria N° 332.851, para el período fiscal 2024.",Eximición | Tasas,
#1163,26/11/2024,01/11/2024,Decreto,DECRE-2024-1522-SI-INTEN,"Expediente Nº 91/2019 - Eximir al Sr. José María Dorado del pago de la Tasa por Alumbrado, Limpieza y Servicios Generales en un cien por ciento (100%), respecto a la cuenta tributaria N° 361.963, para el período fiscal 2024.",Eximición | Tasas,
#1163,26/11/2024,01/11/2024,Decreto,DECRE-2024-1523-SI-INTEN,"Expediente Nº 2575/2019 - Eximir a la Sra. Eva Angélica Humerez del pago de la Tasa por Alumbrado, Limpieza y Servicios Generales en un cien por ciento (100%), respecto a la cuenta tributaria N° 563.131, para el período fiscal 2023.",Eximición | Tasas,
#1163,26/11/2024,01/11/2024,Decreto,DECRE-2024-1524-SI-INTEN,"Expediente Nº 5842/2010 - Eximir a la Sra. Rosa Teresa Menchini del pago de la Tasa por Alumbrado, Limpieza y Servicios Generales en un veinticinco por ciento (25%), respecto a la cuenta tributaria N° 731.103, para el período fiscal 2024.",Eximición | Tasas,
#1163,26/11/2024,01/11/2024,Decreto,DECRE-2024-1525-SI-INTEN,"Expediente Nº 1853/2015 - Eximir a la Sra. María Lidia Palomo del pago de la Tasa por Alumbrado, Limpieza y Servicios Generales en un veinticinco por ciento (25%), respecto a la cuenta tributaria N° 770.506, para los períodos fiscales 2023 y 2024.",Eximición | Tasas,
#1163,26/11/2024,01/11/2024,Decreto,DECRE-2024-1526-SI-INTEN,"Expediente Nº 1588/2009 - Eximir a la Sra. Susana Beatriz Beltrami del pago de la Tasa por Alumbrado, Limpieza y Servicios Generales en un cien por ciento (100%), respecto a la cuenta tributaria N° 440.434, para el período fiscal 2023",Eximición | Tasas,
#1163,26/11/2024,01/11/2024,Decreto,DECRE-2024-1530-SI-INTEN,"Expediente Nº 4670/2024 - Eximir a la Sra. Liliana Mónica Perrone del pago de la Tasa por Alumbrado, Limpieza y Servicios Generales en un cien por ciento (100%), respecto a la cuenta tributaria N° 821.512, para el período fiscal 2024.",Eximición | Tasas,
#1163,26/11/2024,01/11/2024,Decreto,DECRE-2024-1531-SI-INTEN,"Expediente Nº 5142/2024 - Eximir a la Sra. Zulema Beatriz Laursen del pago de la Tasa por Alumbrado, Limpieza y Servicios Generales en un cincuenta por ciento (50%), respecto a la cuenta tributaria N° 330.602, para el período fiscal 2024.",Eximición | Tasas,
#1163,26/11/2024,01/11/2024,Decreto,DECRE-2024-1532-SI-INTEN,"Expediente Nº 1613/2024 - Eximir a la Sra. Rosana Rizzo del pago de la Tasa por Alumbrado, Limpieza y Servicios Generales en un cien por ciento (100%), respecto a la cuenta tributaria N° 543.241, para el período fiscal 2024.",Eximición | Tasas,
#1163,26/11/2024,01/11/2024,Decreto,DECRE-2024-1533-SI-INTEN,"Expediente Nº 2253/1996 - Eximir a la Sra. Elsa Crocitta del pago de la Tasa por Alumbrado, Limpieza y Servicios Generales en un cien por ciento (100%), respecto a la cuenta tributaria N° 830.926, para los períodos fiscales 2022, 2023 y 2024.",Eximición | Tasas,
#1163,26/11/2024,04/11/2024,Decreto,DECRE-2024-1538-SI-INTEN,"Expediente Nº 311/2024 - Eximir a la Sra. Angélica Estella Massari del pago de la Tasa por Alumbrado, Limpieza y Servicios Generales en un cien por ciento (100%), respecto a la cuenta tributaria N° 210.741, para el período fiscal 2024.",Eximición | Tasas,
#1163,26/11/2024,04/11/2024,Decreto,DECRE-2024-1539-SI-INTEN,"Expediente Nº 9328-2009 (Cuerpo 2) - Eximir al “OBISPADO DE SAN ISIDRO (CASA PARROQUIAL “CURA BROCHERO”) del pago de la Tasa por Alumbrado, Limpieza y Servicios Generales, respecto a la cuenta tributaria N° 720.885 para el periodo fiscal 2024.",Eximición | Tasas,
#1163,26/11/2024,04/11/2024,Decreto,DECRE-2024-1540-SI-INTEN,"Expediente Nº 8418/2016 - Eximir a la Sra. Stella Maris Maciel del pago de la Tasa por Alumbrado, Limpieza y Servicios Generales en un cien por ciento (100%), respecto a la cuenta tributaria N° 831.666, para el período fiscal 2023.",Eximición | Tasas,
#1163,26/11/2024,04/11/2024,Decreto,DECRE-2024-1541-SI-INTEN,"Expediente Nº 3628/2011 - Eximir a la Sra. Susana Beatriz Pozo del pago de la Tasa por Alumbrado, Limpieza y Servicios Generales en un cien por ciento (100%), respecto a la cuenta tributaria N° 393.159, para el período fiscal 2023.",Eximición | Tasas,
#1163,26/11/2024,05/11/2024,Decreto,DECRE-2024-1544-SI-INTEN,"Expediente Nº 210/1993 (Cuerpo 2) - Eximir a la Sra. Lidia Esther Rivas del pago de la Tasa por Alumbrado, Limpieza y Servicios Generales en un veinticinco por ciento (25%), respecto a la cuenta tributaria N° 391.675, para el período fiscal 2024.",Eximición | Tasas,
#1163,26/11/2024,05/11/2024,Decreto,DECRE-2024-1545-SI-INTEN,"Expediente Nº 1139/2006 - Eximir al Sr. Eugenio Diantonio del pago de la Tasa por Alumbrado, Limpieza y Servicios Generales en un cien por ciento (100%), respecto a la cuenta tributaria N° 831.081, para los períodos fiscales 2023 y 2024.",Eximición | Tasas,
#1163,26/11/2024,05/11/2024,Decreto,DECRE-2024-1546-SI-INTEN,"Expediente Nº 10523/2001 - Eximir a la Sra. Elisa Carlota Josefina Kirchmayr del pago de la Tasa por Alumbrado, Limpieza y Servicios Generales en un cien por ciento (100%), respecto a la cuenta tributaria N° 382.891, para el período fiscal 2024.",Eximición | Tasas,
#1163,26/11/2024,05/11/2024,Decreto,DECRE-2024-1547-SI-INTEN,"Expediente Nº 1020/2019 - Eximir al Sr. Gustavo Daniel Della Vecchia del pago de la Tasa por Alumbrado, Limpieza y Servicios Generales en un cincuenta por ciento (50%), respecto a la cuenta tributaria N° 128.421, para el período fiscal 2024.",Eximición | Tasas,
#1163,26/11/2024,05/11/2024,Decreto,DECRE-2024-1548-SI-INTEN,"Expediente N° 140/2017 - Eximir a la Sra. Susana Nélida Raddi del pago de la Tasa por Alumbrado, Limpieza y Servicios Generales en un cincuenta por ciento (50%), respecto a la cuenta tributaria N° 820.345, para el período fiscal 2024.",Eximición | Tasas,
#1163,26/11/2024,05/11/2024,Decreto,DECRE-2024-1549-SI-INTEN,"Expediente Nº 1717/2012 - Eximir al Sr. Elías Marino Contreras del pago de la Tasa por Alumbrado, Limpieza y Servicios Generales en un veinticinco por ciento (25%), respecto a la cuenta tributaria N° 670.084, para el período fiscal 2024.",Eximición | Tasas,
#1163,26/11/2024,05/11/2024,Decreto,DECRE-2024-1550-SI-INTEN,"Expediente Nº 7038/2022 - Eximir al Sr. Anastasio Atanasio Tsoucalas del pago de la Tasa por Alumbrado, Limpieza y Servicios Generales en un cien por ciento (100%), respecto a la cuenta tributaria N° 740.220, para el período fiscal 2024.",Eximición | Tasas,
#1163,26/11/2024,05/11/2024,Decreto,DECRE-2024-1551-SI-INTEN,"Expediente Nº 670/1995 (Cuerpo 2) - Eximir a la Sra. Antonieta Lago del pago de la Tasa por Alumbrado, Limpieza y Servicios Generales en un veinticinco por ciento (25%), respecto a la cuenta tributaria N° 570.738, para el período fiscal 2024.",Eximición | Tasas,
