recordNumber,recordDate,projectType,politicalParty,author,topic,parlState,commissionEntryDate,commissionReportDate,diasEnComision,subtheme
00281-2025-HCD,2025-05-29,RES - Resolución,Bloque Unión X La Patria,Schuppisser Manuela,Otros,En comisión,2025-06-05,,475,"EL H.C.D. EXPRESA PREOCUPACION POR LA RESOLUCION Nº 45/2025 DONDE EL GOBIERNO NACIONAL HABILITA MEDIANTE UN TRAMITE DIGITAL LA TENENCIA DE ARMAS DE FUEGO ADQUIRIDAS EN ARMERIAS LLAMADO ""TENENCIA EXPRESS"".-"
00289-2025-HCD,2025-05-29,ORD - Ordenanza,Bloque Bloque FR - Unión X La Patria,Meca Federico,Otros,Sancionado,2025-06-05,,475,CREANDO LA MESA LOCAL DE POLÍTICAS AMBIENTALES DE SAN ISIDRO.-
00291-2025-HCD,2025-05-29,ORD - Ordenanza,Bloque Bloque FR - Unión X La Patria,Meca Federico,Reconocimiento,En comisión,2025-06-05,,475,AUTORIZANDO AL D.E. A LA CONSTRUCCION Y EMPLAZAMIENTO DE UN MONUMENTO EN HOMENAJE AL PAPA FRANCISCO.-
00284-2025-HCD,2025-05-29,RES - Resolución,Bloque Unión X La Patria,Schuppisser Manuela,Declaración de Interes,En comisión,2025-06-05,,475,"EL H.C.D. DECLARA DE INTERÉS EL 27 DE MAYO DE CADA AÑO COMO EL ""DÍA DE LA VISIBILIZACIÓN Y LUCHA CONTRA LA VIOLENCIA EN LOS NOVIAZGOS""."
00292-2025-HCD,2025-05-29,ORD - Ordenanza,Bloque Bloque FR - Unión X La Patria,Meca Federico,Educación,En comisión,2025-06-05,,475,CREANDO LA COMISIÓN DE SEGUIMIENTO DEL FONDO EDUCATIVO.
00288-2025-HCD,2025-05-29,ORD - Ordenanza,Bloque Bloque FR - Unión X La Patria,Meca Federico,Obras Particulares,En comisión,2025-06-05,,475,"PROCEDIENDO A LA SUSPENCIÓN MOMENTANEA DEL PERMISO DE OBRA OTORGADO Y DE TRABAJOS DE OBRA INICIADOS SOBRE LA CALLE IPIRANGA, DESDE LA CALLE SERRANO HASTA LA AV. ROLÓN, DE LA CIUDAD DE BOULOGNE."
00287-2025-HCD,2025-05-29,RES - Resolución,Bloque Pro San Isidro,Martinez Gabriela (mandato cumplido),Adhesión,Sancionado,2025-06-05,2025-11-13,161,"EL H.C.D. SOLICITA A LA HONORABLE CÁMARA DE DIPUTADOS DE LA PCIA. DE BS. AS. EL PRONTO TRATAMIENTO Y SANCIÓN QUE PROPONE LA ADHESIÓN DE LA PCIA. DE BS. AS. AL ""RÉGIMEN DE TRANSPARENCIA FISCAL AL CONSUMIDOR"""
00290-2025-HCD,2025-05-29,ORD - Ordenanza,Bloque Bloque FR - Unión X La Patria,Meca Federico,Ordenanza,Sancionado,2025-06-05,2025-06-25,20,ESTABLECIENDO QUE EL CONSEJO ESCOLAR DE SAN ISIDRO REMITA AL H.C.D. UN INFORME ANUAL DETALLANDO LA SITUACIÓN EDUCATIVA DE CADA ESTABLECIMIENTO DEL DISTRITO.-
00293-2025-HCD,2025-05-29,ORD - Ordenanza,Bloque Acción Vecinal San Isidro es Distinto - Juntos San Iisdro,Perez Walter Dr.,Patrimonio Municipal,En comisión,2025-06-05,2025-06-11,6,"ESTABLECIENDO LA PRESERVACIÓN INTEGRAL DEL SOLADO DE ADOQUINES EXISTENTE EN LAS CALLES DEL PARTIDO DE SAN ISIDRO, RECONOCIENDOSE SU VALOR HISTÓRICO, PATRIMONIAL Y ECONÓMICO.-"
00312-2025-HCD,2025-06-02,ORD - Ordenanza,Bloque Unión X La Patria,Diaz Marcos,Obras Públicas,Archivado,2025-06-05,,475,MODIFICANDO EL CÓDIGO DE ORDENAMIENTO URBANO (C.O.U.).-
00296-2025-HCD,2025-06-02,RES - Resolución,Bloque Unión X La Patria,Schuppisser Manuela,Reconocimiento,Sancionado,2025-06-05,,475,"EL H.C.D. EXPRESA SU BENEPLÁCITO POR LA CONMEMORACIÓN DEL 40º ANIVERSARIO DE LA CREACIÓN DE LA ESCUELA DE EDUCACIÓN SECUNDARIA N° 14 ""BENITO LYNCH""."
00306-2025-HCD,2025-06-02,DEC - Decreto,La Libertad Avanza,Feldtmann Maria Ines,Cultura,En comisión,2025-06-05,,475,ESTABLECIENDO EL CONCURSO DE ARTE SAN ISIDRO LABRADOR EN EL MARCO DE LAS PROPUESTAS CULTURALES DEL H.C.D.-
00342-2025-HCD,2025-06-12,RES - Resolución,Bloque Pro San Isidro,Martinez Gabriela (mandato cumplido),Repudio,En comisión,2025-06-19,,461,"EL H.C.D. EXPRESA SU REPUDIO POR EL INTENTO DE ASESINATO AL CONGRESISTA DEL CENTRO DEMOCRÁTICO DE COLOMBIA, MIGUEL URIBE."
00349-2025-HCD,2025-06-12,ORD - Ordenanza,Bloque Acción Vecinal San Isidro es Distinto - Juntos San Iisdro,Perez Walter Dr.,Terrenos,Archivado,2025-06-19,,461,"DECLARÁNDO DE UTILIDAD PÚBLICA Y SUJETO A EXPROPIACIÓN EL SECTOR DEL INMUEBLE IDENTIFICADO CATASTRALMENTE COMO CIRCUNSCRIPCIÓN 6, SECCIÓN D, FRACCIÓN 4, PARCELA 1B."
00326-2025-HCD,2025-06-12,RES - Resolución,La Libertad Avanza,Feldtmann Maria Ines,Declaración de Interes,Sancionado,2025-06-19,,461,"EL H.C.D. DECLARA DE INTERÉS EL ""CURSO DE HISTORIA DE SAN ISIDRO 2025"" DEL INSTITUTO HISTÓRICO MUNICIPAL DE SAN ISIDRO.-"
00334-2025-HCD,2025-06-12,ORD - Ordenanza,Bloque Bloque FR - Unión X La Patria,Meca Federico,Planeamiento Urbano,Archivado,2025-06-19,,461,EFECTÚANDO DIVERSAS MODIFICACIONES AL CÓDIGO DE ORDENAMIENTO URBANO (COU).
00348-2025-HCD,2025-06-12,ORD - Ordenanza,Bloque Acción Vecinal San Isidro es Distinto - Juntos San Iisdro,Perez Walter Dr.,Planeamiento Urbano,Archivado,2025-06-19,,461,EFECTÚANDO DIVERSAS MODIFICACIONES AL CÓDIGO DE ORDENAMIENTO URBANO (COU).
00335-2025-HCD,2025-06-12,RES - Resolución,Bloque Bloque FR - Unión X La Patria,Meca Federico,Repudio,En comisión,2025-06-19,,461,EL H.C.D. EXPRESA SU REPUDIO A LA UTILIZACIÓN DEL PODER JUDICIAL COMO INSTRUMENTO DE PERSECUCIÓN POLÍTICA Y EXPRESA SU SOLIDARIDAD CON LA EX VICEPRESIDENTA DE LA NACIÓN CRISTINA FERNANDEZ DE KIRCHNER.
00344-2025-HCD,2025-06-12,RES - Resolución,Bloque Cambia San Isidro,Alvarado Guido,Repudio,Sancionado,2025-06-19,2025-10-09,112,EL H.C.D. EXPRESA PREOCUPACIÓN POR LA INJUSTIFICADA REDUCCIÓN DEL FONDO COMPENSADOR DISPUESTA POR EL GOBIERNO DE LA PROVINCIA DE BUENOS AIRES QUE AFECTA A LOS ESTABLECIMIENTOS EDUCATIVOS DEL DISTRITO.
00325-2025-HCD,2025-06-12,RES - Resolución,La Libertad Avanza,Feldtmann Maria Ines,Declaración de Interes,Sancionado,2025-06-19,2025-06-26,7,"EL H.C.D. DECLARA DE INTERÉS LA CAMPAÑA ""QUE ENTIENDAN LO QUE LEAN"" DE ARGENTINOS POR LA EDUCACIÓN.-"
00331-2025-HCD,2025-06-12,DEC - Decreto,Bloque Unión X La Patria,Schuppisser Manuela,Declaración de Interes,Sancionado,2025-06-19,2025-06-26,7,"EL H.C.D. DECLARA DE INTERÉS EL ""PROYECTO DE NUCLEAMIENTOS DE BIBLIOTECAS ESCOLARES NUBE"" EN EL DISTRITO DE SAN ISIDRO.-"
00327-2025-HCD,2025-06-12,RES - Resolución,La Libertad Avanza,Feldtmann Maria Ines,Reconocimiento,Sancionado,2025-06-19,2025-06-26,7,"EL H.C.D. FELICITA A LA LENCERÍA ""CAROLINA"" UBICADA EN LA CALLE BELGRANO Nº 314, CON MOTIVO DE SU 30º ANIVERSARIO."
00324-2025-HCD,2025-06-12,RES - Resolución,La Libertad Avanza,Feldtmann Maria Ines,Educación,Sancionado,2025-06-19,2025-06-26,7,EL H.C.D. EXPRESA SU PREOCUPACIÓN POR LOS RESULTADOS DE LAS PRUEBAS APRENDER CON UNA GRAN MAYORÍA DE LOS ALUMNOS DEBAJO DE LOS NIVELES ESPERADOS.-
00323-2025-HCD,2025-06-12,RES - Resolución,Bloque Bloque FR - Unión X La Patria,Meca Federico,Reconocimiento,Sancionado,2025-06-19,2025-06-26,7,"EL H.C.D. EXPRESA SU RECONOCIMIENTO Y FELICITACIÓN POR EL ANIVERSARIO Nº70 A LA HISTÓRICA PANCHERÍA ""COQUITO"", UBICADA EN GRAL. MANUEL BELGRANO Nº92, SAN ISIDRO."
00353-2025-HCD,2025-06-23,DEC - Decreto,Bloque Acción Vecinal San Isidro es Distinto - Juntos San Iisdro,Posse Macarena (mandato cumplido),Licencia,Sancionado,2025-06-18,,462,LICENCIA CONCEJAL POSSE
00381-2025-HCD,2025-06-27,ORD - Ordenanza,Bloque Bloque FR - Unión X La Patria,Meca Federico,Otros,En comisión,2025-07-03,,447,"CREANDO EN EL ÁMBITO DEL CONCEJO DELIBERANTE DE SAN ISIDRO, LA OFICINA ANTICORRUPCIÓN PARA LA GESTIÓN MUNICIPAL.-"
00368-2025-HCD,2025-06-27,RES - Resolución,Bloque Unión X La Patria,Schuppisser Manuela,Otros,En comisión,2025-07-03,,447,"EL H.C.D. EXPRESA SU PREOCUPACIÓN POR EL DECRETO 383/2025 ""POLICÍA FEDERAL ARGENTINA"" ANEXO- ESTATUTO DE LA POLICÍA FEDERAL ARGENTINA, DONDE SE MODIFICA LA LEY ORGÁNICA DE LA PFA."
00394-2025-HCD,2025-06-27,ORD - Ordenanza,Bloque Acción Vecinal San Isidro es Distinto - Juntos San Iisdro,Perez Walter Dr.,Presupuesto,En comisión,2025-07-03,,447,"EXIMIENDO DEL PAGO DE LA TASA POR ALUMBRADO, LIMPIEZA Y SERVICIOS GENERALES A LAS CUENTAS TRIBUTARIAS CORRESPONDIENTES A LOS INMUEBLES FRENTISTAS DE LA AV. ANDRÉS ROLÓN, EN EL TRAMO COMPRENDIDO ENTRE LAS CALLES JOSÉ INGENIEROS Y URUGUAY, DE LA CIUDAD DE BECCAR"
00391-2025-HCD,2025-06-27,RES - Resolución,Bloque Acción Vecinal San Isidro es Distinto - Juntos San Iisdro,Perez Walter Dr.,Repudio,Sancionado,2025-07-03,,447,"EL H.C.D. MANIFIESTA REPUDIO A LOS HECHOS ACONTECIDOS EL PASADO DÍA 19 DE JUNIO EN EL HIPÓDROMO DE SAN ISIDRO, DURANTE EL ACTO DE LA PROMESA DE LA LEALTAD A LA BANDERA.-"
00356-2025-HCD,2025-06-27,RES - Resolución,Bloque Pro San Isidro,Viveka Nyborg Andersen,Repudio,Sancionado,2025-07-03,,447,EL H.C.D EXPRESA SU REPUDIO POR LAS AMENAZAS AL DIPUTADO JOSE LUIS EXPERT Y AL ATAQUE A SU DOMICILIO EN EL PARTIDO DE SAN ISIDRO.
00388-2025-HCD,2025-06-27,RES - Resolución,La Libertad Avanza,Debora Ruiz Ceballos,Declaración,En comisión,2025-07-03,,447,EL H.C.D. FELICITA A LA DOCENTE ÁNGELA ETCHEBERRY POR SU TRAYECTORIA Y SU EJEMPLAR LABOR TANTO DENTRO DE LA COMUNIDAD EDUCATIVA COMO PARA LOS VECINOS DE SAN ISIDRO.
00357-2025-HCD,2025-06-27,ORD - Ordenanza,Bloque Bloque FR - Unión X La Patria,Rivadulla Estefania,Obras Públicas,En comisión,2025-07-03,,447,"S/ LA CREACION Y COLOCACION DE DIVERSOS PUNTOS DE CONEXION AL SERVICIO DE INTERNET FRATUITOS EN PUBLICOS, EN DIFERENTES ESPACIOS PUBLICOS DONDE SE CURSEN NIVELES ACADEMICOS SECUDARIOS O TERCIARIOS DENTRO DEL PARTIDO DE SAN ISIDRO."
00399-2025-HCD,2025-06-27,RES - Resolución,La Libertad Avanza,Feldtmann Maria Ines,Repudio,Sancionado,2025-07-03,,447,EL H.C.D. EXPRESA SU REPUDIO AL ACTO VANDÁLICO EN LA CASA DEL DIPUTADO NACIONAL JOSÉ LUIS ESPERT EN LA CIUDAD DE BECCAR.-
00358-2025-HCD,2025-06-27,RES - Resolución,Bloque Bloque FR - Unión X La Patria,Rivadulla Estefania,Repudio,En comisión,2025-07-03,,447,"EL H.C.D. EXPRESA SU REPUDIO AL RESPALDO PÚBLICO DEL PRESIDENTE DE LA NACIÓN, AL ACCIONAR MILITAR DE ESTADOS UNIDOS E ISRAEL CONTRA IRÁN."
00372-2025-HCD,2025-06-27,RES - Resolución,Bloque Bloque FR - Unión X La Patria,Meca Federico,,Sancionado,2025-07-03,,447,EL H.C.D. EXPRESA SU REPUDIO A LA UTILIZACIÓN INDEBIDA DE LA BANDERA NACIONAL EL PASADO 19 DE JUNIO EN EL ACTO DE LA JURA A LA BANDERA EN EL HIPÓDROMO DE SAN ISIDRO.
00384-2025-HCD,2025-06-27,ORD - Ordenanza,La Libertad Avanza,Feldtmann Maria Ines,Declaración de Interes,En comisión,2025-07-03,,447,"DECLARANDO COMO ""PERSONALIDAD DESTACADA DEL PARTIDO DE SAN ISIDRO"" AL HISTORIADOR BERNARDO LOZIER ALMAZÁN POR SU DESTACADA TRAYECTORIA Y SUS INVALUABLES APORTES A LA CULTURA, EL PATRIMONIO Y LA HISTORIA DE SAN ISIDRO"
00361-2025-HCD,2025-06-27,RES - Resolución,Bloque Unión X La Patria,Sarmiento Celia (mandato cumplido),Repudio,En comisión,2025-07-03,,447,"EL H.C.D EXPRESA SU REPUDIO A LAS DECLARACIONES REALIZADAS POR PARTE DEL DIPUTADO NACIONAL JOSE LUIS ESPERT, EL PASADO 11 DE JUNIO."
00360-2025-HCD,2025-06-27,RES - Resolución,Bloque Unión X La Patria,Sarmiento Celia (mandato cumplido),Repudio,En comisión,2025-07-03,,447,EL H.C.D. EXPRESA RECHAZO AL NUEVO ESTATUTO DE LA POLICÍA FEDERAL ARGENTINA (PFA) APROBADO POR EL ARTÍCULO 1° DEL DECRETO N° 383/2025.
00359-2025-HCD,2025-06-27,RES - Resolución,Bloque Bloque FR - Unión X La Patria,Rivadulla Estefania,Otros,En comisión,2025-07-03,,447,"EL H.C.D EXPRESA SU REPUDIO A LA UTILIZACIÓN DE LOS CORREOS ELECTRÓNICOS DE LA BASE DE DATOS MUNICIPAL DE LOS VECINOS POR PARTE DEL SR. INTENDENTE , CRUZANDO UNA LÍNEA ENTRE EL ROL INSTITUCIONAL Y EL INTERÉS INDIVIDUAL."
00367-2025-HCD,2025-06-27,RES - Resolución,Bloque Convocación por San Isidro,Quintana Bernabe Durini,Otros,En comisión,2025-07-03,,447,"EL H.C.D. EXPRESA SU PREOCUPACIÓN POR LA MEDIA SANCIÓN OTORGADA POR EL HONORABLE SENADO DE LA PROVINCIA DE BUENOS AIRES, SOBRE EL PROYECTO DE LEY QUE HABILITA LAS REELECCIONES INDEFINIDAS EN LOS CARGOS ELECTIVOS DE LA PROVINCIA DE BS. AS."
00389-2025-HCD,2025-06-27,RES - Resolución,La Libertad Avanza,Feldtmann Maria Ines,Declaración de Interes,Sancionado,2025-07-03,2025-10-09,98,"EL H.C.D. DECLARA DE INTERÉS EL LIBRO ""NO APRENDIMOS NADA"" DE LA EDUCADORA VICTORIA ZORRAQUÍN Y CELEBRA SU APORTE AL DEBATE SOBRE LA EDUCACIÓN Y FUTURO DE NUESTRO PAÍS.-"
00390-2025-HCD,2025-06-27,DEC - Decreto,Bloque Unión X La Patria,Schuppisser Manuela,Salud Pública,Sancionado,2025-07-03,2025-09-24,83,"ESTABLECIENDO LA CAPACITACIÓN DE REANIMACIÓN CARDIOPULMONAR (RCP) Y EL USO DEL DESFIBRILADOR EXTERNO AUTOMÁTICO (DEA), QUE SE ENCUENTRA DENTRO DEL HONORABLE CONCEJO DELIBERANTE."
00400-2025-HCD,2025-06-27,RES - Resolución,Bloque Cambia San Isidro,Alvarado Guido,Reconocimiento,Sancionado,2025-07-03,2025-07-24,21,EL H.C.D. EXPRESA RU RECONOCIMIENTO Y FELICITACIÓN AL DIBUJANTE Y HUMORISTA GRÁFICO JORGE HIPÓLITO MEIJIDE POR SU APORTE A LA CULTURA NACIONAL
00444-2025-HCD,2025-07-11,ORD - Ordenanza,Bloque Acción Vecinal San Isidro es Distinto - Juntos San Iisdro,Perez Walter Dr.,Ordenanza,En comisión,2025-07-17,,433,"ESTABLECIENDO LA OBLIGATORIEDAD PARA TODO EL PERSONAL DEPENDIENTE DE LA MUNICIPALIDAD DE SAN ISIDRO O DE EMPRESAS DE SERVICIOS PÚBLICOS DENTRO DEL PARTIDO,PORTAR UNA IDENTIFICACIÓN."
00432-2025-HCD,2025-07-11,RES - Resolución,Bloque Unión X La Patria,Schuppisser Manuela,Beneplácito,Sancionado,2025-07-17,,433,EL H.C.D. EXPRESA SU BENEPLÁCITO POR EL 15º ANIVERSARIO DEL PROGRAMA PROVINCIAL ENVIÓN DEPENDIENTE DE LA DIRECCIÓN PROVINCIAL DE JUVENTUDES DEL MINISTERIO DE DESARROLLO DE LA COMUNIDAD DEL GOBIERNO DE LA PROVINCIA DE BUENOS AIRES
00442-2025-HCD,2025-07-11,RES - Resolución,Bloque Pro San Isidro,Martinez Gabriela (mandato cumplido),Declaración,Sancionado,2025-07-17,,433,"EL H.C.D. FELICITA POR SUS 40 AÑOS A LA FUNDACIÓN NOSOTROS, POR SU LABOR Y TRAYECTORIA BRINDANDO APOYO Y FORMACIÓN PROFESIONAL A PERSONAS CON DISCAPACIDAD INTELECTUAL Y A SUS FAMILIAS EN SAN ISIDRO."
00443-2025-HCD,2025-07-11,ORD - Ordenanza,Bloque Acción Vecinal San Isidro es Distinto - Juntos San Iisdro,Perez Walter Dr.,Ordenanza,En comisión,2025-07-17,,433,ORDENANDO LA PUBLICACIÓN EN EL BOLETÍN OFICIAL MUNICIPAL EL LISTADO COMPLETO Y ACTUALIZADO DE TODOS LOS TRABAJADORES CONTRATADOS BAJO LA MODALIDAD DEL RÉGIMEN DE MONOTRIBUTO.-
00436-2025-HCD,2025-07-11,RES - Resolución,Bloque Bloque FR - Unión X La Patria,Meca Federico,Reconocimiento,Sancionado,2025-07-17,,433,"EL H.C.D. EXPRESA SU RECONOCIMIENTO A LA FUNDACIÓN NOSOTROS, SITA EN LA CALLE MANZONE Nº 501, DE LA LOCALIDAD DE ACASSUSO, POR SU 40º ANIVERSARIO."
00435-2025-HCD,2025-07-11,RES - Resolución,Bloque Unión X La Patria,Schuppisser Manuela,Beneplácito,Sancionado,2025-07-17,,433,EL H.C.D. EXPRESA SU BENEPLÁCITO A LA FUNDACIÓN NOSOTROS EN EL 40º ANIVERSARIO DE SU CREACIÓN Y SU GRAN APORTE A LA COMUNIDAD.-
00446-2025-HCD,2025-07-11,ORD - Ordenanza,La Libertad Avanza,Feldtmann Maria Ines,Declaración,Archivado,2025-07-17,,433,"DECLANDO COMO ""PERSONALIDAD DESTACADA DEL PARTIDO DE SAN ISIDRO"" AL HISTORIADOR Y VECINO BERNARDO LOZIER ALMAZÁN POR SU DESTACADA TRAYECTORIA Y SUS INVALUABLES APORTES A LA CULTURA, EL PATRIMONIO Y LA HISTORIA DE SAN ISIDRO.-"
00423-2025-HCD,2025-07-11,RES - Resolución,Bloque Bloque FR - Unión X La Patria,Meca Federico,Reconocimiento,Sancionado,2025-07-17,,433,"EL H.C.D. EXPRESA SU RECONOCIMIENTOS AL CENTRO DE FORMACIÓN PROFESIONAL N° 403, DE LA CIUDAD DE SAN ISIDRO.-"
00427-2025-HCD,2025-07-11,RES - Resolución,Bloque Unión X La Patria,Diaz Marcos,Declaración de Interes,Sancionado,2025-07-17,2025-07-24,7,"EL H.C.D. DECLARA DE INTERÉS EL PROYECTO EDUCATIVO ""LA CAVA 4.0"", IMPULSADO POR EL CENTRO DE FORMACIÓN LABORAL Nº 404, DEL BARRIO LA CAVA.-"
00447-2025-HCD,2025-07-11,RES - Resolución,La Libertad Avanza,Feldtmann Maria Ines,Reconocimiento,Sancionado,2025-07-17,2025-07-24,7,EL H.C.D. FELICITA A BRU-MI DEPORTES POR SU 70º ANIVERSARIO Y POR SU INVALUABLE APORTE AL CENTRO COMERCIAL DE LA CIUDAD DE MARTÍNEZ.-
00439-2025-HCD,2025-07-11,RES - Resolución,Bloque Pro San Isidro,Martinez Gabriela (mandato cumplido),Declaración de Interes,Sancionado,2025-07-17,2025-07-24,7,"EL H.C.D. DECLARA DE INTERÉS EL ENCUENTRO ""EL ARTE DE CHAGUAR"", A REALIZARSE EL DÍA 24 DE JULIO DE 2025 A LAS 17:00HS. EN PEDRO DE MENDOZA Nº 587, SAN ISIDRO.-"
00437-2025-HCD,2025-07-11,DEC - Decreto,Bloque Cambia San Isidro,Alvarado Guido,Honorable Concejo Deliberante,Sancionado,2025-07-17,2025-07-24,7,"ESTABLECIENDO QUE EL DÍA 4 DE JULIO DE CADA AÑO, SE ILUMINE LA FACHADA DEL H.C.D. CON EL COLOR AZUL CONMEMORANDO EL ""DÍA DE LA CONCIENTIZACIÓN DEL SÍNDROME XYY"".-"
00429-2025-HCD,2025-07-11,RES - Resolución,Bloque Unión X La Patria,Sarmiento Celia (mandato cumplido),Beneplácito,Sancionado,2025-07-17,2025-07-24,7,"EL H.C.D. EXPRESA BENEPLÁCITO Y ALEGRÍA POR LA RESTITUCIÓN DEL NIETO 140, ANUNCIADA POR LA ASOCIACIÓN ABUELAS DE PLAZA DE MAYO EL PASADO 7 DE JULIO DE 2025.-"
00445-2025-HCD,2025-07-11,ORD - Ordenanza,Bloque Acción Vecinal San Isidro es Distinto - Juntos San Iisdro,Perez Walter Dr.,Calles,En comisión,2025-07-17,2025-07-21,4,"ESTABLECIENDO LA PRESERVACIÓN INTEGRAL DEL SOLADO DE ADOQUINES EXISTENTE EN LAS CALLES DEL PARTIDO DE SAN ISIDRO, RECONOCIENDOSE SU VALOR HISTÓRICO, PATRIMONIAL Y ECONÓMICO.-"
050237-2025-S,2025-07-15,ORD - Ordenanza,Ejecutivo,Ejecutivo,Calles,Sancionado,2025-07-17,,433,"PROYECTO DE ORDENANZA SOLICITA CAMBIO DE NOMINACIÓN DE LA CALLE ""PADRE JOSE RAMON SORRIBAS""."
009284-2024-S,2025-07-15,ORD - Ordenanza,Ejecutivo,Ejecutivo,Donación,Sancionado,2025-07-17,2026-03-26,252,"DONACION ""DE COMPUTADORAS A LA DIRECCIÓN DE TRANSFORMACIÓN DE LA SECRETARIA DE SALUD PUBLICA DE LA MUNICIPALIDAD DE SAN ISIDRO , POR PFIZER SRL""."
00465-2025-HCD,2025-08-01,RES - Resolución,Bloque Unión X La Patria,Schuppisser Manuela,Repudio,En comisión,2025-08-07,,412,EL H.C.D. EXPRESA SU REPUDIO Y PREOCUPACIÓN POR EL DECRETO Nº 345/2025 QUE MODIFICA LA LEY NACIONAL DEL TEATRO Nº 24.800
00472-2025-HCD,2025-08-01,RES - Resolución,Bloque Partido Demócrata,Debora Ruiz Ceballos,Repudio,En comisión,2025-08-07,,412,"EL H.C.D. EXPRESA SU REPUDIO A LA CONDUCTA DE ANDREA KARINA VÁZQUEZ, DENUNCIADA POR INSTIGAR Y MANTENER UNA DENUNCIA FALSA DE ABUSO CONTRA SU EX PAREJA, EL DR. PABLO GHISONI."
00476-2025-HCD,2025-08-01,RES - Resolución,Bloque Con los Vecinos,Alvarado Guido,Reconocimiento,Sancionado,2025-08-07,2025-08-14,7,"EL H.C.D. EXPRESA SU RECONOCIMIENTO Y FELICITACIÓN A LA CANTINA ""EL TALADRO"", UBICADA EN DIAGONAL SALTA Nº 596 DE LA CIUDAD DE MARTÍNEZ, CON MOTIVO DE SU 50º ANIVERSARIO"
00475-2025-HCD,2025-08-01,RES - Resolución,Bloque Cambia San Isidro,Alvarado Guido,Declaración de Interes,Sancionado,2025-08-07,2025-08-14,7,"EL H.C.D. DECLARA DE INTERÉS EL LIBRO ""LOS TRES PIQUETEROS"", PUBLICADO POR EL POLITÓLOGO, PERIODISTA Y ESCRITOR JULIÁN ÁLVAREZ SANSONE."
00459-2025-HCD,2025-08-01,ORD - Ordenanza,,,Declaración,En comisión,2025-11-19,2025-08-14,-97,"DECLARANDO ""PERSONALIDAD DESTACADA DEL PARTIDO DE SAN ISIDRO"" AL SR. HECTOR FACUNDO VITALE, CONOCIDO COMO LITO VITALE, EN RECONOCIMIENTO A SU TRAYECTORIA ARTÍSTICA, SU COMPROMISO CULTURAL Y SU VÍNCULO ENTRAÑABLE CON EL DISTRITO"
00489-2025-HCD,2025-08-18,RES - Resolución,Bloque Unión X La Patria,Schuppisser Manuela,Beneplácito,Sancionado,2025-08-21,2025-09-11,21,"EL H.C.D. EXPRESA SU BENEPLÁCITO POR LA CONMEMORACIÓN DEL 85º ANIVERSARIO DE LA CREACIÓN DE LA ESCUELA DE EDUCACIÓN SECUNDARIA Nº3 ""LIBERTADOR GRAL. JOSÉ DE SAN MARTÍN"" DE LA CIUDAD DE SAN ISIDRO."
00504-2025-HCD,2025-08-18,RES - Resolución,La Libertad Avanza,Martinez Gabriela (mandato cumplido),Beneplácito,Sancionado,2025-08-21,2025-09-11,21,EL H.C.D. EXPRESA SU BENEPLÁCITO POR LA CREACIÓN DEL MAPA FEDERAL DE CONSULTA PÚBLICA SOBRE ORGANIZACIONES Y CLUBES INCLUSIVOS.-
00499-2025-HCD,2025-08-18,RES - Resolución,Bloque Convocación por San Isidro,Riganti Catalina,Declaración de Interes,Sancionado,2025-08-21,2025-09-11,21,EL H.C.D. DECLARA DE INTERÉS LA VALIOSA CONTRIBUCIÓN DE LAS CHARLAS TEDX SAN ISIDRO A LO LARGO DE SUS DIEZ AÑOS DE TRAYECTORIA EN LA MUNICIPIO.-
00527-2025-HCD,2025-08-28,ORD - Ordenanza,Bloque Unión X La Patria,Schuppisser Manuela,Cultura,En comisión,2025-09-04,,384,"CREANDO EL REGISTRO MUNICIPAL DE ""ARTISTAS CALLEJEROS"" EN EL ÁMBITO DEL MUNICIPIO DE SAN ISIDRO."
00531-2025-HCD,2025-08-28,RES - Resolución,Bloque Unión X La Patria,Sarmiento Celia (mandato cumplido),Beneplácito,En comisión,2025-09-04,,384,EL H.C.D. EXPRESA BENEPLÁCITO POR LA INSISTENCIA DEL CONGRESO DE LA NACIÓN EN SOSTENER LA LEY DE EMERGENCIA EN DISCAPACIDAD.
00532-2025-HCD,2025-08-28,RES - Resolución,Bloque Unión X La Patria,Sarmiento Celia (mandato cumplido),Repudio,En comisión,2025-09-04,,384,EL H.C.D. REPUDIA LOS HECHOS DE CORRUPCIÓN DENUNCIADOS EN EL SENO DE LA AGENCIA NACIONAL DE DISCAPACIDAD (ANDIS)
00534-2025-HCD,2025-08-28,RES - Resolución,Bloque Unión X La Patria,Bartolini Mateo (mandato cumplido),Beneplácito,Sancionado,2025-09-04,2025-09-11,7,EL H.C.D. DECLARA SU BENEPLÁCITO POR LA APERTURA DE LA PRIMER OFICINA REGIONAL DE ONU TURISMO PARA LAS AMÉRICAS Y EL CARIBE.
00544-2025-HCD,2025-08-29,RES - Resolución,Bloque Bloque FR - Unión X La Patria,Meca Federico,Repudio,En comisión,2025-09-04,,384,EL H.C.D. EXPRESA REPUDIO AL D.E. POR DIFICULTAR LAS ACCIONES LIBRES EN LA CAMPAÑA POLÍTICA.
